case,event,startTime,completeTime
27,A,2019/01/10 17:00:00.000,2019/01/10 17:00:00.000
11,I,2019/01/10 17:05:06.874,2019/01/10 17:05:06.874
12,B,2019/01/10 17:06:56.864,2019/01/10 17:06:56.864
15,C,2019/01/10 17:07:39.960,2019/01/10 17:07:39.960
17,G,2019/01/10 17:08:41.454,2019/01/10 17:08:41.454
23,E,2019/01/10 17:09:22.995,2019/01/10 17:09:22.995
26,B,2019/01/10 17:10:22.585,2019/01/10 17:10:22.585
20,D,2019/01/10 17:17:46.565,2019/01/10 17:17:46.565
16,H,2019/01/10 17:19:09.443,2019/01/10 17:19:09.443
28,A,2019/01/10 17:20:00.000,2019/01/10 17:20:00.000
13,G,2019/01/10 17:21:58.955,2019/01/10 17:21:58.955
5,A,2019/01/10 17:23:23.776,2019/01/10 17:23:23.776
22,G,2019/01/10 17:24:59.401,2019/01/10 17:24:59.401
27,B,2019/01/10 17:28:11.304,2019/01/10 17:28:11.304
25,D,2019/01/10 17:28:34.975,2019/01/10 17:28:34.975
19,A,2019/01/10 17:28:37.616,2019/01/10 17:28:37.616
24,A,2019/01/10 17:31:26.732,2019/01/10 17:31:26.732
21,C,2019/01/10 17:32:15.604,2019/01/10 17:32:15.604
11,J,2019/01/10 17:35:07.293,2019/01/10 17:35:07.293
17,I,2019/01/10 17:36:30.057,2019/01/10 17:36:30.057
23,G,2019/01/10 17:38:54.126,2019/01/10 17:38:54.126
26,C,2019/01/10 17:39:52.039,2019/01/10 17:39:52.039
29,A,2019/01/10 17:40:00.000,2019/01/10 17:40:00.000
12,C,2019/01/10 17:40:03.193,2019/01/10 17:40:03.193
15,A,2019/01/10 17:40:36.993,2019/01/10 17:40:36.993
20,E,2019/01/10 17:47:15.440,2019/01/10 17:47:15.440
5,B,2019/01/10 17:49:35.604,2019/01/10 17:49:35.604
28,B,2019/01/10 17:52:20.735,2019/01/10 17:52:20.735
13,H,2019/01/10 17:56:14.594,2019/01/10 17:56:14.594
27,C,2019/01/10 17:56:31.466,2019/01/10 17:56:31.466
22,I,2019/01/10 17:57:12.060,2019/01/10 17:57:12.060
19,B,2019/01/10 17:58:33.490,2019/01/10 17:58:33.490
30,A,2019/01/10 18:00:00.000,2019/01/10 18:00:00.000
24,B,2019/01/10 18:01:26.311,2019/01/10 18:01:26.311
25,E,2019/01/10 18:01:31.310,2019/01/10 18:01:31.310
11,L,2019/01/10 18:02:11.413,2019/01/10 18:02:11.413
21,A,2019/01/10 18:03:31.307,2019/01/10 18:03:31.307
23,H,2019/01/10 18:07:53.356,2019/01/10 18:07:53.356
29,B,2019/01/10 18:08:44.463,2019/01/10 18:08:44.463
26,A,2019/01/10 18:08:53.709,2019/01/10 18:08:53.709
12,A,2019/01/10 18:09:52.848,2019/01/10 18:09:52.848
17,J,2019/01/10 18:11:12.820,2019/01/10 18:11:12.820
15,F,2019/01/10 18:13:46.927,2019/01/10 18:13:46.927
20,G,2019/01/10 18:16:15.223,2019/01/10 18:16:15.223
31,A,2019/01/10 18:20:00.000,2019/01/10 18:20:00.000
28,C,2019/01/10 18:21:00.968,2019/01/10 18:21:00.968
5,C,2019/01/10 18:21:36.696,2019/01/10 18:21:36.696
27,A,2019/01/10 18:24:21.390,2019/01/10 18:24:21.390
30,F,2019/01/10 18:28:53.679,2019/01/10 18:28:53.679
25,G,2019/01/10 18:29:25.385,2019/01/10 18:29:25.385
24,C,2019/01/10 18:31:09.287,2019/01/10 18:31:09.287
19,C,2019/01/10 18:32:35.190,2019/01/10 18:32:35.190
11,M,2019/01/10 18:32:42.951,2019/01/10 18:32:42.951
22,J,2019/01/10 18:32:54.514,2019/01/10 18:32:54.514
29,C,2019/01/10 18:33:53.356,2019/01/10 18:33:53.356
26,B,2019/01/10 18:38:40.080,2019/01/10 18:38:40.080
21,F,2019/01/10 18:39:03.981,2019/01/10 18:39:03.981
32,A,2019/01/10 18:40:00.000,2019/01/10 18:40:00.000
12,B,2019/01/10 18:40:05.390,2019/01/10 18:40:05.390
15,D,2019/01/10 18:40:57.973,2019/01/10 18:40:57.973
17,K,2019/01/10 18:43:52.502,2019/01/10 18:43:52.502
20,I,2019/01/10 18:47:49.679,2019/01/10 18:47:49.679
31,B,2019/01/10 18:47:54.623,2019/01/10 18:47:54.623
5,A,2019/01/10 18:53:31.207,2019/01/10 18:53:31.207
28,A,2019/01/10 18:56:25.340,2019/01/10 18:56:25.340
27,F,2019/01/10 18:57:38.904,2019/01/10 18:57:38.904
30,D,2019/01/10 18:58:00.599,2019/01/10 18:58:00.599
33,A,2019/01/10 19:00:00.000,2019/01/10 19:00:00.000
19,A,2019/01/10 19:00:39.744,2019/01/10 19:00:39.744
26,C,2019/01/10 19:00:46.184,2019/01/10 19:00:46.184
22,K,2019/01/10 19:01:10.708,2019/01/10 19:01:10.708
24,A,2019/01/10 19:01:47.392,2019/01/10 19:01:47.392
11,N,2019/01/10 19:02:26.105,2019/01/10 19:02:26.105
29,A,2019/01/10 19:03:55.469,2019/01/10 19:03:55.469
25,H,2019/01/10 19:06:11.323,2019/01/10 19:06:11.323
21,D,2019/01/10 19:10:59.281,2019/01/10 19:10:59.281
15,E,2019/01/10 19:11:19.494,2019/01/10 19:11:19.494
32,F,2019/01/10 19:11:23.122,2019/01/10 19:11:23.122
31,C,2019/01/10 19:12:46.249,2019/01/10 19:12:46.249
12,C,2019/01/10 19:13:29.463,2019/01/10 19:13:29.463
20,J,2019/01/10 19:13:32.587,2019/01/10 19:13:32.587
17,M,2019/01/10 19:16:19.084,2019/01/10 19:16:19.084
34,A,2019/01/10 19:20:00.000,2019/01/10 19:20:00.000
5,F,2019/01/10 19:22:32.411,2019/01/10 19:22:32.411
28,F,2019/01/10 19:24:23.495,2019/01/10 19:24:23.495
30,E,2019/01/10 19:27:30.692,2019/01/10 19:27:30.692
27,D,2019/01/10 19:27:50.100,2019/01/10 19:27:50.100
26,A,2019/01/10 19:28:19.062,2019/01/10 19:28:19.062
22,M,2019/01/10 19:30:26.209,2019/01/10 19:30:26.209
19,B,2019/01/10 19:32:24.465,2019/01/10 19:32:24.465
33,B,2019/01/10 19:32:44.056,2019/01/10 19:32:44.056
24,B,2019/01/10 19:32:48.466,2019/01/10 19:32:48.466
29,B,2019/01/10 19:36:16.811,2019/01/10 19:36:16.811
32,D,2019/01/10 19:36:39.764,2019/01/10 19:36:39.764
35,A,2019/01/10 19:40:00.000,2019/01/10 19:40:00.000
21,E,2019/01/10 19:41:27.112,2019/01/10 19:41:27.112
15,G,2019/01/10 19:41:55.444,2019/01/10 19:41:55.444
12,A,2019/01/10 19:42:57.128,2019/01/10 19:42:57.128
5,D,2019/01/10 19:45:30.954,2019/01/10 19:45:30.954
31,A,2019/01/10 19:46:16.045,2019/01/10 19:46:16.045
17,N,2019/01/10 19:46:53.230,2019/01/10 19:46:53.230
20,K,2019/01/10 19:48:39.681,2019/01/10 19:48:39.681
28,D,2019/01/10 19:53:34.309,2019/01/10 19:53:34.309
34,B,2019/01/10 19:53:39.720,2019/01/10 19:53:39.720
22,O,2019/01/10 19:56:19.476,2019/01/10 19:56:19.476
27,E,2019/01/10 19:59:41.578,2019/01/10 19:59:41.578
36,A,2019/01/10 20:00:00.000,2019/01/10 20:00:00.000
30,G,2019/01/10 20:00:03.099,2019/01/10 20:00:03.099
24,C,2019/01/10 20:01:14.890,2019/01/10 20:01:14.890
32,E,2019/01/10 20:02:53.066,2019/01/10 20:02:53.066
26,F,2019/01/10 20:03:13.876,2019/01/10 20:03:13.876
33,C,2019/01/10 20:03:28.896,2019/01/10 20:03:28.896
19,C,2019/01/10 20:03:30.128,2019/01/10 20:03:30.128
15,I,2019/01/10 20:08:03.590,2019/01/10 20:08:03.590
21,G,2019/01/10 20:08:46.972,2019/01/10 20:08:46.972
35,F,2019/01/10 20:12:04.978,2019/01/10 20:12:04.978
29,C,2019/01/10 20:13:30.777,2019/01/10 20:13:30.777
20,M,2019/01/10 20:16:19.937,2019/01/10 20:16:19.937
31,B,2019/01/10 20:16:55.069,2019/01/10 20:16:55.069
12,F,2019/01/10 20:17:14.264,2019/01/10 20:17:14.264
5,E,2019/01/10 20:18:55.036,2019/01/10 20:18:55.036
37,A,2019/01/10 20:20:00.000,2019/01/10 20:20:00.000
34,C,2019/01/10 20:22:53.563,2019/01/10 20:22:53.563
28,E,2019/01/10 20:26:27.096,2019/01/10 20:26:27.096
30,I,2019/01/10 20:28:00.831,2019/01/10 20:28:00.831
32,G,2019/01/10 20:28:18.703,2019/01/10 20:28:18.703
24,A,2019/01/10 20:29:45.577,2019/01/10 20:29:45.577
27,G,2019/01/10 20:30:20.944,2019/01/10 20:30:20.944
19,A,2019/01/10 20:30:31.599,2019/01/10 20:30:31.599
33,A,2019/01/10 20:30:34.226,2019/01/10 20:30:34.226
36,F,2019/01/10 20:31:23.832,2019/01/10 20:31:23.832
26,D,2019/01/10 20:34:32.538,2019/01/10 20:34:32.538
21,I,2019/01/10 20:35:57.980,2019/01/10 20:35:57.980
38,A,2019/01/10 20:40:00.000,2019/01/10 20:40:00.000
15,J,2019/01/10 20:43:49.259,2019/01/10 20:43:49.259
29,A,2019/01/10 20:44:18.051,2019/01/10 20:44:18.051
20,O,2019/01/10 20:44:46.451,2019/01/10 20:44:46.451
12,D,2019/01/10 20:47:56.274,2019/01/10 20:47:56.274
35,D,2019/01/10 20:48:21.705,2019/01/10 20:48:21.705
31,C,2019/01/10 20:50:21.025,2019/01/10 20:50:21.025
37,F,2019/01/10 20:52:05.166,2019/01/10 20:52:05.166
34,A,2019/01/10 20:52:11.015,2019/01/10 20:52:11.015
5,G,2019/01/10 20:52:14.003,2019/01/10 20:52:14.003
30,J,2019/01/10 20:56:46.387,2019/01/10 20:56:46.387
39,A,2019/01/10 21:00:00.000,2019/01/10 21:00:00.000
32,H,2019/01/10 21:00:26.397,2019/01/10 21:00:26.397
28,G,2019/01/10 21:00:44.281,2019/01/10 21:00:44.281
24,F,2019/01/10 21:02:01.139,2019/01/10 21:02:01.139
19,F,2019/01/10 21:02:26.588,2019/01/10 21:02:26.588
36,D,2019/01/10 21:03:29.344,2019/01/10 21:03:29.344
33,F,2019/01/10 21:03:44.645,2019/01/10 21:03:44.645
27,I,2019/01/10 21:04:37.406,2019/01/10 21:04:37.406
26,E,2019/01/10 21:04:38.308,2019/01/10 21:04:38.308
38,B,2019/01/10 21:04:57.195,2019/01/10 21:04:57.195
21,J,2019/01/10 21:10:35.906,2019/01/10 21:10:35.906
29,F,2019/01/10 21:11:44.096,2019/01/10 21:11:44.096
12,E,2019/01/10 21:15:58.563,2019/01/10 21:15:58.563
15,L,2019/01/10 21:17:09.732,2019/01/10 21:17:09.732
37,D,2019/01/10 21:17:11.862,2019/01/10 21:17:11.862
40,A,2019/01/10 21:20:00.000,2019/01/10 21:20:00.000
31,A,2019/01/10 21:21:05.618,2019/01/10 21:21:05.618
35,E,2019/01/10 21:21:06.529,2019/01/10 21:21:06.529
5,I,2019/01/10 21:22:14.991,2019/01/10 21:22:14.991
34,F,2019/01/10 21:24:41.197,2019/01/10 21:24:41.197
40,F,2019/01/10 21:25:01.739,2019/01/10 21:25:01.739
39,B,2019/01/10 21:27:15.349,2019/01/10 21:27:15.349
24,D,2019/01/10 21:28:19.181,2019/01/10 21:28:19.181
19,D,2019/01/10 21:28:36.784,2019/01/10 21:28:36.784
40,D,2019/01/10 21:29:37.906,2019/01/10 21:29:37.906
27,J,2019/01/10 21:31:10.628,2019/01/10 21:31:10.628
38,C,2019/01/10 21:33:20.326,2019/01/10 21:33:20.326
40,E,2019/01/10 21:33:57.590,2019/01/10 21:33:57.590
30,L,2019/01/10 21:34:00.364,2019/01/10 21:34:00.364
36,E,2019/01/10 21:34:20.930,2019/01/10 21:34:20.930
26,G,2019/01/10 21:34:53.565,2019/01/10 21:34:53.565
21,L,2019/01/10 21:35:46.297,2019/01/10 21:35:46.297
28,H,2019/01/10 21:35:56.434,2019/01/10 21:35:56.434
33,D,2019/01/10 21:37:30.623,2019/01/10 21:37:30.623
40,G,2019/01/10 21:38:00.535,2019/01/10 21:38:00.535
41,A,2019/01/10 21:40:00.000,2019/01/10 21:40:00.000
29,D,2019/01/10 21:40:39.825,2019/01/10 21:40:39.825
15,M,2019/01/10 21:42:29.474,2019/01/10 21:42:29.474
40,I,2019/01/10 21:42:55.930,2019/01/10 21:42:55.930
37,E,2019/01/10 21:44:44.281,2019/01/10 21:44:44.281
40,J,2019/01/10 21:47:59.230,2019/01/10 21:47:59.230
35,G,2019/01/10 21:48:23.892,2019/01/10 21:48:23.892
31,B,2019/01/10 21:48:36.030,2019/01/10 21:48:36.030
12,G,2019/01/10 21:48:57.206,2019/01/10 21:48:57.206
40,K,2019/01/10 21:53:28.970,2019/01/10 21:53:28.970
19,E,2019/01/10 21:53:55.765,2019/01/10 21:53:55.765
34,D,2019/01/10 21:54:29.812,2019/01/10 21:54:29.812
5,J,2019/01/10 21:54:44.907,2019/01/10 21:54:44.907
24,E,2019/01/10 21:55:44.568,2019/01/10 21:55:44.568
40,M,2019/01/10 21:58:29.648,2019/01/10 21:58:29.648
39,C,2019/01/10 21:59:24.540,2019/01/10 21:59:24.540
29,E,2019/01/10 21:59:28.511,2019/01/10 21:59:28.511
38,A,2019/01/10 21:59:39.137,2019/01/10 21:59:39.137
42,A,2019/01/10 22:00:00.000,2019/01/10 22:00:00.000
27,K,2019/01/10 22:00:17.520,2019/01/10 22:00:17.520
36,G,2019/01/10 22:01:16.944,2019/01/10 22:01:16.944
30,M,2019/01/10 22:01:50.065,2019/01/10 22:01:50.065
26,H,2019/01/10 22:02:51.711,2019/01/10 22:02:51.711
40,O,2019/01/10 22:03:52.200,2019/01/10 22:03:52.200
21,M,2019/01/10 22:07:21.677,2019/01/10 22:07:21.677
33,E,2019/01/10 22:07:29.033,2019/01/10 22:07:29.033
15,O,2019/01/10 22:10:05.730,2019/01/10 22:10:05.730
41,B,2019/01/10 22:10:36.130,2019/01/10 22:10:36.130
