case,event,startTime,completeTime
20,F,2019/01/10 17:09:46.260,2019/01/10 17:09:46.260
25,C,2019/01/10 17:13:59.494,2019/01/10 17:13:59.494
23,E,2019/01/10 17:16:04.398,2019/01/10 17:16:04.398
15,I,2019/01/10 17:17:49.842,2019/01/10 17:17:49.842
22,G,2019/01/10 17:19:10.128,2019/01/10 17:19:10.128
28,A,2019/01/10 17:20:00.000,2019/01/10 17:20:00.000
0,D,2019/01/10 17:24:20.004,2019/01/10 17:24:20.004
24,E,2019/01/10 17:25:12.304,2019/01/10 17:25:12.304
18,L,2019/01/10 17:25:23.868,2019/01/10 17:25:23.868
19,A,2019/01/10 17:27:26.576,2019/01/10 17:27:26.576
27,B,2019/01/10 17:28:36.691,2019/01/10 17:28:36.691
16,O,2019/01/10 17:31:22.834,2019/01/10 17:31:22.834
21,F,2019/01/10 17:33:01.866,2019/01/10 17:33:01.866
14,G,2019/01/10 17:34:26.533,2019/01/10 17:34:26.533
26,C,2019/01/10 17:35:34.093,2019/01/10 17:35:34.093
17,M,2019/01/10 17:36:53.274,2019/01/10 17:36:53.274
29,A,2019/01/10 17:40:00.000,2019/01/10 17:40:00.000
20,E,2019/01/10 17:40:19.143,2019/01/10 17:40:19.143
23,G,2019/01/10 17:46:08.129,2019/01/10 17:46:08.129
25,A,2019/01/10 17:47:55.067,2019/01/10 17:47:55.067
22,I,2019/01/10 17:50:41.140,2019/01/10 17:50:41.140
28,B,2019/01/10 17:51:03.093,2019/01/10 17:51:03.093
15,J,2019/01/10 17:51:07.207,2019/01/10 17:51:07.207
0,F,2019/01/10 17:51:32.230,2019/01/10 17:51:32.230
27,C,2019/01/10 17:55:02.850,2019/01/10 17:55:02.850
18,M,2019/01/10 17:55:34.698,2019/01/10 17:55:34.698
24,G,2019/01/10 17:55:52.168,2019/01/10 17:55:52.168
19,D,2019/01/10 17:56:17.153,2019/01/10 17:56:17.153
30,A,2019/01/10 18:00:00.000,2019/01/10 18:00:00.000
21,E,2019/01/10 18:01:20.948,2019/01/10 18:01:20.948
17,N,2019/01/10 18:04:37.868,2019/01/10 18:04:37.868
14,H,2019/01/10 18:05:07.424,2019/01/10 18:05:07.424
20,G,2019/01/10 18:06:23.578,2019/01/10 18:06:23.578
29,D,2019/01/10 18:09:13.736,2019/01/10 18:09:13.736
26,A,2019/01/10 18:10:15.645,2019/01/10 18:10:15.645
23,I,2019/01/10 18:14:27.263,2019/01/10 18:14:27.263
31,A,2019/01/10 18:20:00.000,2019/01/10 18:20:00.000
0,E,2019/01/10 18:21:23.683,2019/01/10 18:21:23.683
22,J,2019/01/10 18:21:41.223,2019/01/10 18:21:41.223
15,K,2019/01/10 18:23:01.630,2019/01/10 18:23:01.630
25,D,2019/01/10 18:23:27.908,2019/01/10 18:23:27.908
27,A,2019/01/10 18:24:54.293,2019/01/10 18:24:54.293
28,C,2019/01/10 18:26:32.137,2019/01/10 18:26:32.137
24,I,2019/01/10 18:27:33.509,2019/01/10 18:27:33.509
19,F,2019/01/10 18:27:44.212,2019/01/10 18:27:44.212
18,N,2019/01/10 18:30:43.419,2019/01/10 18:30:43.419
30,D,2019/01/10 18:31:14.335,2019/01/10 18:31:14.335
21,G,2019/01/10 18:33:05.817,2019/01/10 18:33:05.817
20,I,2019/01/10 18:35:16.019,2019/01/10 18:35:16.019
32,A,2019/01/10 18:40:00.000,2019/01/10 18:40:00.000
23,J,2019/01/10 18:40:58.530,2019/01/10 18:40:58.530
29,F,2019/01/10 18:41:21.820,2019/01/10 18:41:21.820
26,B,2019/01/10 18:44:00.655,2019/01/10 18:44:00.655
31,D,2019/01/10 18:49:50.632,2019/01/10 18:49:50.632
25,F,2019/01/10 18:51:48.064,2019/01/10 18:51:48.064
0,G,2019/01/10 18:53:12.517,2019/01/10 18:53:12.517
22,K,2019/01/10 18:53:27.070,2019/01/10 18:53:27.070
15,M,2019/01/10 18:54:40.575,2019/01/10 18:54:40.575
28,A,2019/01/10 18:55:20.202,2019/01/10 18:55:20.202
27,D,2019/01/10 18:57:25.732,2019/01/10 18:57:25.732
21,H,2019/01/10 18:58:46.969,2019/01/10 18:58:46.969
19,E,2019/01/10 18:59:08.714,2019/01/10 18:59:08.714
33,A,2019/01/10 19:00:00.000,2019/01/10 19:00:00.000
30,F,2019/01/10 19:00:38.413,2019/01/10 19:00:38.413
24,J,2019/01/10 19:02:57.902,2019/01/10 19:02:57.902
23,L,2019/01/10 19:07:42.872,2019/01/10 19:07:42.872
32,D,2019/01/10 19:07:50.786,2019/01/10 19:07:50.786
20,J,2019/01/10 19:07:57.928,2019/01/10 19:07:57.928
26,C,2019/01/10 19:12:15.366,2019/01/10 19:12:15.366
29,E,2019/01/10 19:13:15.869,2019/01/10 19:13:15.869
34,A,2019/01/10 19:20:00.000,2019/01/10 19:20:00.000
31,F,2019/01/10 19:20:36.925,2019/01/10 19:20:36.925
22,M,2019/01/10 19:21:03.519,2019/01/10 19:21:03.519
28,D,2019/01/10 19:21:43.938,2019/01/10 19:21:43.938
0,I,2019/01/10 19:22:43.650,2019/01/10 19:22:43.650
15,N,2019/01/10 19:23:05.572,2019/01/10 19:23:05.572
25,E,2019/01/10 19:24:13.725,2019/01/10 19:24:13.725
27,F,2019/01/10 19:25:26.954,2019/01/10 19:25:26.954
19,G,2019/01/10 19:28:45.596,2019/01/10 19:28:45.596
30,E,2019/01/10 19:31:09.761,2019/01/10 19:31:09.761
24,L,2019/01/10 19:31:43.928,2019/01/10 19:31:43.928
33,B,2019/01/10 19:34:00.676,2019/01/10 19:34:00.676
23,M,2019/01/10 19:36:36.667,2019/01/10 19:36:36.667
29,G,2019/01/10 19:37:44.567,2019/01/10 19:37:44.567
20,L,2019/01/10 19:38:57.295,2019/01/10 19:38:57.295
26,A,2019/01/10 19:39:26.545,2019/01/10 19:39:26.545
32,F,2019/01/10 19:39:36.464,2019/01/10 19:39:36.464
35,A,2019/01/10 19:40:00.000,2019/01/10 19:40:00.000
31,E,2019/01/10 19:47:07.572,2019/01/10 19:47:07.572
22,O,2019/01/10 19:49:39.651,2019/01/10 19:49:39.651
34,B,2019/01/10 19:52:30.393,2019/01/10 19:52:30.393
0,J,2019/01/10 19:52:40.413,2019/01/10 19:52:40.413
28,F,2019/01/10 19:54:24.536,2019/01/10 19:54:24.536
27,E,2019/01/10 19:56:40.144,2019/01/10 19:56:40.144
19,I,2019/01/10 19:58:34.938,2019/01/10 19:58:34.938
25,G,2019/01/10 19:58:58.718,2019/01/10 19:58:58.718
33,C,2019/01/10 19:59:14.842,2019/01/10 19:59:14.842
36,A,2019/01/10 20:00:00.000,2019/01/10 20:00:00.000
24,M,2019/01/10 20:01:05.178,2019/01/10 20:01:05.178
30,G,2019/01/10 20:01:46.537,2019/01/10 20:01:46.537
29,H,2019/01/10 20:04:18.021,2019/01/10 20:04:18.021
23,O,2019/01/10 20:05:23.245,2019/01/10 20:05:23.245
20,M,2019/01/10 20:10:15.714,2019/01/10 20:10:15.714
32,E,2019/01/10 20:10:48.938,2019/01/10 20:10:48.938
35,B,2019/01/10 20:11:41.174,2019/01/10 20:11:41.174
26,B,2019/01/10 20:15:11.689,2019/01/10 20:15:11.689
31,G,2019/01/10 20:16:27.920,2019/01/10 20:16:27.920
0,L,2019/01/10 20:18:24.437,2019/01/10 20:18:24.437
37,A,2019/01/10 20:20:00.000,2019/01/10 20:20:00.000
28,E,2019/01/10 20:21:31.651,2019/01/10 20:21:31.651
34,C,2019/01/10 20:25:18.622,2019/01/10 20:25:18.622
19,J,2019/01/10 20:26:00.521,2019/01/10 20:26:00.521
27,G,2019/01/10 20:30:23.206,2019/01/10 20:30:23.206
25,I,2019/01/10 20:30:45.422,2019/01/10 20:30:45.422
24,N,2019/01/10 20:31:08.820,2019/01/10 20:31:08.820
30,I,2019/01/10 20:33:42.532,2019/01/10 20:33:42.532
36,B,2019/01/10 20:34:04.004,2019/01/10 20:34:04.004
33,A,2019/01/10 20:34:46.628,2019/01/10 20:34:46.628
20,O,2019/01/10 20:39:53.970,2019/01/10 20:39:53.970
38,A,2019/01/10 20:40:00.000,2019/01/10 20:40:00.000
31,I,2019/01/10 20:43:33.040,2019/01/10 20:43:33.040
0,M,2019/01/10 20:44:24.298,2019/01/10 20:44:24.298
35,C,2019/01/10 20:44:53.226,2019/01/10 20:44:53.226
26,C,2019/01/10 20:45:28.521,2019/01/10 20:45:28.521
32,G,2019/01/10 20:45:39.956,2019/01/10 20:45:39.956
37,D,2019/01/10 20:48:43.801,2019/01/10 20:48:43.801
19,K,2019/01/10 20:51:46.051,2019/01/10 20:51:46.051
34,A,2019/01/10 20:51:50.754,2019/01/10 20:51:50.754
25,J,2019/01/10 20:53:05.573,2019/01/10 20:53:05.573
28,G,2019/01/10 20:53:11.094,2019/01/10 20:53:11.094
27,H,2019/01/10 20:58:54.656,2019/01/10 20:58:54.656
36,C,2019/01/10 20:59:19.881,2019/01/10 20:59:19.881
39,A,2019/01/10 21:00:00.000,2019/01/10 21:00:00.000
33,D,2019/01/10 21:04:49.391,2019/01/10 21:04:49.391
30,J,2019/01/10 21:05:34.810,2019/01/10 21:05:34.810
26,A,2019/01/10 21:13:39.153,2019/01/10 21:13:39.153
32,I,2019/01/10 21:14:38.711,2019/01/10 21:14:38.711
0,O,2019/01/10 21:15:08.826,2019/01/10 21:15:08.826
38,D,2019/01/10 21:15:38.432,2019/01/10 21:15:38.432
35,A,2019/01/10 21:15:56.470,2019/01/10 21:15:56.470
31,J,2019/01/10 21:17:23.476,2019/01/10 21:17:23.476
34,B,2019/01/10 21:17:57.892,2019/01/10 21:17:57.892
37,F,2019/01/10 21:19:53.890,2019/01/10 21:19:53.890
40,A,2019/01/10 21:20:00.000,2019/01/10 21:20:00.000
28,I,2019/01/10 21:20:42.078,2019/01/10 21:20:42.078
25,L,2019/01/10 21:21:23.603,2019/01/10 21:21:23.603
19,M,2019/01/10 21:23:32.007,2019/01/10 21:23:32.007
39,D,2019/01/10 21:30:29.485,2019/01/10 21:30:29.485
36,A,2019/01/10 21:34:25.040,2019/01/10 21:34:25.040
30,L,2019/01/10 21:36:53.970,2019/01/10 21:36:53.970
33,F,2019/01/10 21:37:22.552,2019/01/10 21:37:22.552
41,A,2019/01/10 21:40:00.000,2019/01/10 21:40:00.000
32,J,2019/01/10 21:43:21.009,2019/01/10 21:43:21.009
28,J,2019/01/10 21:43:59.722,2019/01/10 21:43:59.722
26,B,2019/01/10 21:45:48.073,2019/01/10 21:45:48.073
35,B,2019/01/10 21:45:57.014,2019/01/10 21:45:57.014
37,E,2019/01/10 21:46:12.329,2019/01/10 21:46:12.329
31,K,2019/01/10 21:47:55.187,2019/01/10 21:47:55.187
34,C,2019/01/10 21:49:04.265,2019/01/10 21:49:04.265
38,F,2019/01/10 21:49:27.012,2019/01/10 21:49:27.012
25,M,2019/01/10 21:49:58.030,2019/01/10 21:49:58.030
40,B,2019/01/10 21:50:42.204,2019/01/10 21:50:42.204
19,N,2019/01/10 21:51:21.514,2019/01/10 21:51:21.514
39,F,2019/01/10 21:59:36.600,2019/01/10 21:59:36.600
42,A,2019/01/10 22:00:00.000,2019/01/10 22:00:00.000
36,D,2019/01/10 22:03:50.623,2019/01/10 22:03:50.623
30,M,2019/01/10 22:06:24.667,2019/01/10 22:06:24.667
33,E,2019/01/10 22:06:51.500,2019/01/10 22:06:51.500
41,B,2019/01/10 22:12:34.721,2019/01/10 22:12:34.721
26,C,2019/01/10 22:13:01.233,2019/01/10 22:13:01.233
32,L,2019/01/10 22:13:53.326,2019/01/10 22:13:53.326
35,C,2019/01/10 22:16:17.579,2019/01/10 22:16:17.579
38,E,2019/01/10 22:16:44.175,2019/01/10 22:16:44.175
31,M,2019/01/10 22:17:06.934,2019/01/10 22:17:06.934
28,L,2019/01/10 22:17:29.102,2019/01/10 22:17:29.102
43,A,2019/01/10 22:20:00.000,2019/01/10 22:20:00.000
37,G,2019/01/10 22:20:47.443,2019/01/10 22:20:47.443
40,C,2019/01/10 22:21:21.513,2019/01/10 22:21:21.513
25,N,2019/01/10 22:21:25.854,2019/01/10 22:21:25.854
34,A,2019/01/10 22:22:26.481,2019/01/10 22:22:26.481
39,E,2019/01/10 22:27:19.810,2019/01/10 22:27:19.810
42,B,2019/01/10 22:32:49.121,2019/01/10 22:32:49.121
36,F,2019/01/10 22:34:34.416,2019/01/10 22:34:34.416
30,O,2019/01/10 22:37:14.368,2019/01/10 22:37:14.368
41,C,2019/01/10 22:38:21.916,2019/01/10 22:38:21.916
33,G,2019/01/10 22:39:23.260,2019/01/10 22:39:23.260
44,A,2019/01/10 22:40:00.000,2019/01/10 22:40:00.000
35,A,2019/01/10 22:43:57.110,2019/01/10 22:43:57.110
32,M,2019/01/10 22:45:41.489,2019/01/10 22:45:41.489
28,M,2019/01/10 22:45:47.939,2019/01/10 22:45:47.939
26,A,2019/01/10 22:46:20.892,2019/01/10 22:46:20.892
38,G,2019/01/10 22:48:04.259,2019/01/10 22:48:04.259
31,N,2019/01/10 22:49:25.990,2019/01/10 22:49:25.990
43,D,2019/01/10 22:49:43.774,2019/01/10 22:49:43.774
40,A,2019/01/10 22:56:15.014,2019/01/10 22:56:15.014
34,B,2019/01/10 22:57:31.192,2019/01/10 22:57:31.192
37,I,2019/01/10 22:59:16.963,2019/01/10 22:59:16.963
45,A,2019/01/10 23:00:00.000,2019/01/10 23:00:00.000
39,G,2019/01/10 23:00:57.536,2019/01/10 23:00:57.536
42,C,2019/01/10 23:03:13.410,2019/01/10 23:03:13.410
36,E,2019/01/10 23:03:28.010,2019/01/10 23:03:28.010
33,I,2019/01/10 23:06:08.211,2019/01/10 23:06:08.211
41,A,2019/01/10 23:08:05.100,2019/01/10 23:08:05.100
32,O,2019/01/10 23:10:02.023,2019/01/10 23:10:02.023
44,B,2019/01/10 23:10:42.149,2019/01/10 23:10:42.149
35,D,2019/01/10 23:11:44.495,2019/01/10 23:11:44.495
38,I,2019/01/10 23:14:00.677,2019/01/10 23:14:00.677
