case,start,end,timeSpread
18,A,F,7208
18,B,C,1612
18,C,A,3376
18,D,E,1667
18,E,G,1728
18,F,D,1804
18,G,H,1684
18,G,I,N/A
18,I,J,N/A
18,J,K,N/A
18,J,L,N/A
18,K,M,N/A
18,L,M,N/A
18,M,N,N/A
18,M,O,N/A
19,A,B,N/A
19,A,F,2080
19,B,C,N/A
19,C,A,N/A
19,D,E,2036
19,E,G,1640
19,F,D,1818
19,G,H,1553
19,G,I,N/A
19,I,J,N/A
19,J,K,N/A
19,J,L,N/A
19,K,M,N/A
19,L,M,N/A
19,M,N,N/A
19,M,O,N/A
20,A,B,2075
20,A,F,7536
20,B,C,1979
20,C,A,4054
20,D,E,1639
20,E,G,1659
20,F,D,1840
20,G,H,N/A
20,G,I,1728
20,I,J,2109
20,J,K,1651
20,J,L,N/A
20,K,M,2039
20,L,M,N/A
20,M,N,1696
20,M,O,N/A
21,A,B,N/A
21,A,F,1748
21,B,C,N/A
21,C,A,N/A
21,D,E,1510
21,E,G,1874
21,F,D,1728
21,G,H,1641
21,G,I,N/A
21,I,J,N/A
21,J,K,N/A
21,J,L,N/A
21,K,M,N/A
21,L,M,N/A
21,M,N,N/A
21,M,O,N/A
22,A,B,N/A
22,A,F,2049
22,B,C,N/A
22,C,A,N/A
22,D,E,1940
22,E,G,1605
22,F,D,2037
22,G,H,1549
22,G,I,N/A
22,I,J,N/A
22,J,K,N/A
22,J,L,N/A
22,K,M,N/A
22,L,M,N/A
22,M,N,N/A
22,M,O,N/A
23,A,B,1744
23,A,F,18283
23,B,C,1656
23,C,A,3400
23,D,E,2078
23,E,G,1558
23,F,D,2222
23,G,H,N/A
23,G,I,1814
23,I,J,2100
23,J,K,N/A
23,J,L,1804
23,K,M,N/A
23,L,M,1791
23,M,N,1491
23,M,O,N/A
24,A,B,1850
24,A,F,6840
24,B,C,1791
24,C,A,3641
24,D,E,1770
24,E,G,1776
24,F,D,2040
24,G,H,N/A
24,G,I,2261
24,I,J,1536
24,J,K,N/A
24,J,L,1631
24,K,M,N/A
24,L,M,1485
24,M,N,N/A
24,M,O,1981
25,A,B,1744
25,A,F,12387
25,B,C,1744
25,C,A,3488
25,D,E,1773
25,E,G,1796
25,F,D,1960
25,G,H,N/A
25,G,I,1949
25,I,J,1519
25,J,K,1839
25,J,L,N/A
25,K,M,1694
25,L,M,N/A
25,M,N,N/A
25,M,O,1998
26,A,B,1786
26,A,F,12294
26,B,C,1772
26,C,A,3557
26,D,E,1896
26,E,G,1969
26,F,D,1981
26,G,H,N/A
26,G,I,1813
26,I,J,1861
26,J,K,1574
26,J,L,N/A
26,K,M,1809
26,L,M,N/A
26,M,N,N/A
26,M,O,2011
27,A,B,N/A
27,A,F,1758
27,B,C,N/A
27,C,A,N/A
27,D,E,1510
27,E,G,1659
27,F,D,1858
27,G,H,1900
27,G,I,N/A
27,I,J,N/A
27,J,K,N/A
27,J,L,N/A
27,K,M,N/A
27,L,M,N/A
27,M,N,N/A
27,M,O,N/A
28,A,B,N/A
28,A,F,1836
28,B,C,N/A
28,C,A,N/A
28,D,E,1972
28,E,G,1739
28,F,D,1862
28,G,H,1386
28,G,I,N/A
28,I,J,N/A
28,J,K,N/A
28,J,L,N/A
28,K,M,N/A
28,L,M,N/A
28,M,N,N/A
28,M,O,N/A
29,A,B,1826
29,A,F,13107
29,B,C,1950
29,C,A,3776
29,D,E,2022
29,E,G,1761
29,F,D,1730
29,G,H,N/A
29,G,I,1721
29,I,J,1964
29,J,K,N/A
29,J,L,1502
29,K,M,N/A
29,L,M,1499
29,M,N,1930
29,M,O,N/A
30,A,B,N/A
30,A,F,1797
30,B,C,N/A
30,C,A,N/A
30,D,E,1901
30,E,G,1682
30,F,D,2013
30,G,H,N/A
30,G,I,1855
30,I,J,1541
30,J,K,1682
30,J,L,N/A
30,K,M,1971
30,L,M,N/A
30,M,N,1723
30,M,O,N/A
31,A,B,N/A
31,A,F,1894
31,B,C,N/A
31,C,A,N/A
31,D,E,1615
31,E,G,1725
31,F,D,1775
31,G,H,1700
31,G,I,N/A
31,I,J,N/A
31,J,K,N/A
31,J,L,N/A
31,K,M,N/A
31,L,M,N/A
31,M,N,N/A
31,M,O,N/A
32,A,B,N/A
32,A,F,2326
32,B,C,N/A
32,C,A,N/A
32,D,E,1820
32,E,G,1527
32,F,D,1758
32,G,H,N/A
32,G,I,2008
32,I,J,1654
32,J,K,N/A
32,J,L,2204
32,K,M,N/A
32,L,M,1372
32,M,N,1814
32,M,O,N/A
33,A,B,N/A
33,A,F,1719
33,B,C,N/A
33,C,A,N/A
33,D,E,1529
33,E,G,1666
33,F,D,1672
33,G,H,1695
33,G,I,N/A
33,I,J,N/A
33,J,K,N/A
33,J,L,N/A
33,K,M,N/A
33,L,M,N/A
33,M,N,N/A
33,M,O,N/A
34,A,B,N/A
34,A,F,2056
34,B,C,N/A
34,C,A,N/A
34,D,E,1604
34,E,G,1853
34,F,D,1637
34,G,H,N/A
34,G,I,1853
34,I,J,2003
34,J,K,N/A
34,J,L,2008
34,K,M,N/A
34,L,M,1985
34,M,N,N/A
34,M,O,1784
35,A,B,N/A
35,A,F,1569
35,B,C,N/A
35,C,A,N/A
35,D,E,1634
35,E,G,1671
35,F,D,1989
35,G,H,N/A
35,G,I,1625
35,I,J,1635
35,J,K,1806
35,J,L,N/A
35,K,M,2081
35,L,M,N/A
35,M,N,2042
35,M,O,N/A
36,A,B,N/A
36,A,F,1785
36,B,C,N/A
36,C,A,N/A
36,D,E,1735
36,E,G,1799
36,F,D,2008
36,G,H,1657
36,G,I,N/A
36,I,J,N/A
36,J,K,N/A
36,J,L,N/A
36,K,M,N/A
36,L,M,N/A
36,M,N,N/A
36,M,O,N/A
37,A,B,1715
37,A,F,6949
37,B,C,1767
37,C,A,3482
37,D,E,1671
37,E,G,1723
37,F,D,1578
37,G,H,2243
37,G,I,N/A
37,I,J,N/A
37,J,K,N/A
37,J,L,N/A
37,K,M,N/A
37,L,M,N/A
37,M,N,N/A
37,M,O,N/A
38,A,B,1805
38,A,F,6837
38,B,C,1721
38,C,A,3526
38,D,E,1743
38,E,G,1836
38,F,D,1990
38,G,H,1510
38,G,I,N/A
38,I,J,N/A
38,J,K,N/A
38,J,L,N/A
38,K,M,N/A
38,L,M,N/A
38,M,N,N/A
38,M,O,N/A
39,A,B,2028
39,A,F,18761
39,B,C,1895
39,C,A,3923
39,D,E,1770
39,E,G,1782
39,F,D,1802
39,G,H,N/A
39,G,I,2015
39,I,J,1561
39,J,K,1631
39,J,L,N/A
39,K,M,1783
39,L,M,N/A
39,M,N,N/A
39,M,O,1862
40,A,B,1504
40,A,F,6247
40,B,C,1527
40,C,A,3031
40,D,E,1608
40,E,G,1093
40,F,D,1567
40,G,H,N/A
40,G,I,1683
40,I,J,1682
40,J,K,1218
40,J,L,N/A
40,K,M,1687
40,L,M,N/A
40,M,N,1575
40,M,O,N/A
41,A,B,1439
41,A,F,5593
41,B,C,1505
41,C,A,2944
41,D,E,1563
41,E,G,1627
41,F,D,1598
41,G,H,1792
41,G,I,N/A
41,I,J,N/A
41,J,K,N/A
41,J,L,N/A
41,K,M,N/A
41,L,M,N/A
41,M,N,N/A
41,M,O,N/A
42,A,B,N/A
42,A,F,1288
42,B,C,N/A
42,C,A,N/A
42,D,E,1244
42,E,G,1533
42,F,D,1739
42,G,H,N/A
42,G,I,1454
42,I,J,1521
42,J,K,1638
42,J,L,N/A
42,K,M,1611
42,L,M,N/A
42,M,N,N/A
42,M,O,1448
43,A,B,N/A
43,A,F,1396
43,B,C,N/A
43,C,A,N/A
43,D,E,1330
43,E,G,1334
43,F,D,1873
43,G,H,N/A
43,G,I,1650
43,I,J,1134
43,J,K,N/A
43,J,L,1375
43,K,M,N/A
43,L,M,1881
43,M,N,1412
43,M,O,N/A
44,A,B,1529
44,A,F,19919
44,B,C,1484
44,C,A,3013
44,D,E,1516
44,E,G,1617
44,F,D,1532
44,G,H,N/A
44,G,I,1353
44,I,J,1750
44,J,K,N/A
44,J,L,1423
44,K,M,N/A
44,L,M,1574
44,M,N,N/A
44,M,O,1584
45,A,B,N/A
45,A,F,1276
45,B,C,N/A
45,C,A,N/A
45,D,E,1292
45,E,G,1200
45,F,D,1227
45,G,H,N/A
45,G,I,1342
45,I,J,1113
45,J,K,1249
45,J,L,N/A
45,K,M,1218
45,L,M,N/A
45,M,N,1141
45,M,O,N/A
46,A,B,1264
46,A,F,5309
46,B,C,1310
46,C,A,2574
46,D,E,871
46,E,G,1146
46,F,D,1184
46,G,H,1082
46,G,I,N/A
46,I,J,N/A
46,J,K,N/A
46,J,L,N/A
46,K,M,N/A
46,L,M,N/A
46,M,N,N/A
46,M,O,N/A
47,A,B,N/A
47,A,F,1368
47,B,C,N/A
47,C,A,N/A
47,D,E,1289
47,E,G,1326
47,F,D,1393
47,G,H,N/A
47,G,I,1087
47,I,J,1164
47,J,K,N/A
47,J,L,1308
47,K,M,N/A
47,L,M,1341
47,M,N,1299
47,M,O,N/A
48,A,B,1060
48,A,F,4570
48,B,C,1065
48,C,A,2125
48,D,E,1239
48,E,G,1060
48,F,D,1204
48,G,H,N/A
48,G,I,1143
48,I,J,1263
48,J,K,N/A
48,J,L,1186
48,K,M,N/A
48,L,M,1210
48,M,N,1166
48,M,O,N/A
49,A,B,N/A
49,A,F,949
49,B,C,N/A
49,C,A,N/A
49,D,E,1201
49,E,G,1400
49,F,D,1129
49,G,H,N/A
49,G,I,1255
49,I,J,1386
49,J,K,1095
49,J,L,N/A
49,K,M,1148
49,L,M,N/A
49,M,N,N/A
49,M,O,1376
50,A,B,932
50,A,F,6155
50,B,C,888
50,C,A,1820
50,D,E,904
50,E,G,835
50,F,D,860
50,G,H,699
50,G,I,N/A
50,I,J,N/A
50,J,K,N/A
50,J,L,N/A
50,K,M,N/A
50,L,M,N/A
50,M,N,N/A
50,M,O,N/A
51,A,B,855
51,A,F,3625
51,B,C,947
51,C,A,1802
51,D,E,792
51,E,G,992
51,F,D,858
51,G,H,875
51,G,I,N/A
51,I,J,N/A
51,J,K,N/A
51,J,L,N/A
51,K,M,N/A
51,L,M,N/A
51,M,N,N/A
51,M,O,N/A
52,A,B,N/A
52,A,F,877
52,B,C,N/A
52,C,A,N/A
52,D,E,785
52,E,G,788
52,F,D,981
52,G,H,N/A
52,G,I,779
52,I,J,891
52,J,K,N/A
52,J,L,861
52,K,M,N/A
52,L,M,926
52,M,N,987
52,M,O,N/A
53,A,B,N/A
53,A,F,881
53,B,C,N/A
53,C,A,N/A
53,D,E,770
53,E,G,770
53,F,D,676
53,G,H,1059
53,G,I,N/A
53,I,J,N/A
53,J,K,N/A
53,J,L,N/A
53,K,M,N/A
53,L,M,N/A
53,M,N,N/A
53,M,O,N/A
54,A,B,1049
54,A,F,9353
54,B,C,805
54,C,A,1854
54,D,E,695
54,E,G,960
54,F,D,1064
54,G,H,N/A
54,G,I,831
54,I,J,948
54,J,K,883
54,J,L,N/A
54,K,M,974
54,L,M,N/A
54,M,N,N/A
54,M,O,909
55,A,B,N/A
55,A,F,614
55,B,C,N/A
55,C,A,N/A
55,D,E,562
55,E,G,572
55,F,D,653
55,G,H,N/A
55,G,I,575
55,I,J,615
55,J,K,N/A
55,J,L,608
55,K,M,N/A
55,L,M,448
55,M,N,N/A
55,M,O,570
56,A,B,N/A
56,A,F,514
56,B,C,N/A
56,C,A,N/A
56,D,E,557
56,E,G,627
56,F,D,642
56,G,H,493
56,G,I,N/A
56,I,J,N/A
56,J,K,N/A
56,J,L,N/A
56,K,M,N/A
56,L,M,N/A
56,M,N,N/A
56,M,O,N/A
57,A,B,N/A
57,A,F,638
57,B,C,N/A
57,C,A,N/A
57,D,E,541
57,E,G,649
57,F,D,499
57,G,H,430
57,G,I,N/A
57,I,J,N/A
57,J,K,N/A
57,J,L,N/A
57,K,M,N/A
57,L,M,N/A
57,M,N,N/A
57,M,O,N/A
58,A,B,538
58,A,F,9746
58,B,C,623
58,C,A,1161
58,D,E,554
58,E,G,588
58,F,D,504
58,G,H,654
58,G,I,N/A
58,I,J,N/A
58,J,K,N/A
58,J,L,N/A
58,K,M,N/A
58,L,M,N/A
58,M,N,N/A
58,M,O,N/A
59,A,B,N/A
59,A,F,666
59,B,C,N/A
59,C,A,N/A
59,D,E,552
59,E,G,701
59,F,D,631
59,G,H,604
59,G,I,N/A
59,I,J,N/A
59,J,K,N/A
59,J,L,N/A
59,K,M,N/A
59,L,M,N/A
59,M,N,N/A
59,M,O,N/A
60,A,B,326
60,A,F,3034
60,B,C,295
60,C,A,622
60,D,E,355
60,E,G,299
60,F,D,252
60,G,H,N/A
60,G,I,354
60,I,J,280
60,J,K,N/A
60,J,L,334
60,K,M,N/A
60,L,M,298
60,M,N,N/A
60,M,O,323
61,A,B,N/A
61,A,F,296
61,B,C,N/A
61,C,A,N/A
61,D,E,301
61,E,G,322
61,F,D,351
61,G,H,N/A
61,G,I,341
61,I,J,348
61,J,K,N/A
61,J,L,319
61,K,M,N/A
61,L,M,339
61,M,N,N/A
61,M,O,222
62,A,B,273
62,A,F,1229
62,B,C,356
62,C,A,629
62,D,E,317
62,E,G,295
62,F,D,289
62,G,H,N/A
62,G,I,312
62,I,J,291
62,J,K,290
62,J,L,N/A
62,K,M,283
62,L,M,N/A
62,M,N,299
62,M,O,N/A
63,A,B,N/A
63,A,F,349
63,B,C,N/A
63,C,A,N/A
63,D,E,268
63,E,G,338
63,F,D,281
63,G,H,282
63,G,I,N/A
63,I,J,N/A
63,J,K,N/A
63,J,L,N/A
63,K,M,N/A
63,L,M,N/A
63,M,N,N/A
63,M,O,N/A
64,A,B,N/A
64,A,F,279
64,B,C,N/A
64,C,A,N/A
64,D,E,301
64,E,G,326
64,F,D,300
64,G,H,265
64,G,I,N/A
64,I,J,N/A
64,J,K,N/A
64,J,L,N/A
64,K,M,N/A
64,L,M,N/A
64,M,N,N/A
64,M,O,N/A
65,A,B,286
65,A,F,2819
65,B,C,289
65,C,A,575
65,D,E,269
65,E,G,261
65,F,D,300
65,G,H,N/A
65,G,I,273
65,I,J,316
65,J,K,N/A
65,J,L,287
65,K,M,N/A
65,L,M,327
65,M,N,304
65,M,O,N/A
66,A,B,293
66,A,F,6540
66,B,C,322
66,C,A,615
66,D,E,309
66,E,G,298
66,F,D,221
66,G,H,295
66,G,I,N/A
66,I,J,N/A
66,J,K,N/A
66,J,L,N/A
66,K,M,N/A
66,L,M,N/A
66,M,N,N/A
66,M,O,N/A
67,A,B,N/A
67,A,F,321
67,B,C,N/A
67,C,A,N/A
67,D,E,278
67,E,G,251
67,F,D,250
67,G,H,319
67,G,I,N/A
67,I,J,N/A
67,J,K,N/A
67,J,L,N/A
67,K,M,N/A
67,L,M,N/A
67,M,N,N/A
67,M,O,N/A
68,A,B,308
68,A,F,1183
68,B,C,312
68,C,A,620
68,D,E,314
68,E,G,294
68,F,D,304
68,G,H,301
68,G,I,N/A
68,I,J,N/A
68,J,K,N/A
68,J,L,N/A
68,K,M,N/A
68,L,M,N/A
68,M,N,N/A
68,M,O,N/A
69,A,B,301
69,A,F,1085
69,B,C,308
69,C,A,609
69,D,E,303
69,E,G,299
69,F,D,324
69,G,H,N/A
69,G,I,283
69,I,J,280
69,J,K,270
69,J,L,N/A
69,K,M,307
69,L,M,N/A
69,M,N,N/A
69,M,O,275
70,A,B,N/A
70,A,F,289
70,B,C,N/A
70,C,A,N/A
70,D,E,335
70,E,G,316
70,F,D,267
70,G,H,321
70,G,I,N/A
70,I,J,N/A
70,J,K,N/A
70,J,L,N/A
70,K,M,N/A
70,L,M,N/A
70,M,N,N/A
70,M,O,N/A
71,A,B,N/A
71,A,F,271
71,B,C,N/A
71,C,A,N/A
71,D,E,316
71,E,G,270
71,F,D,285
71,G,H,N/A
71,G,I,274
71,I,J,368
71,J,K,286
71,J,L,N/A
71,K,M,330
71,L,M,N/A
71,M,N,271
71,M,O,N/A
72,A,B,N/A
72,A,F,309
72,B,C,N/A
72,C,A,N/A
72,D,E,285
72,E,G,280
72,F,D,346
72,G,H,N/A
72,G,I,334
72,I,J,348
72,J,K,N/A
72,J,L,265
72,K,M,N/A
72,L,M,294
72,M,N,N/A
72,M,O,284
73,A,B,N/A
73,A,F,300
73,B,C,N/A
73,C,A,N/A
73,D,E,293
73,E,G,287
73,F,D,255
73,G,H,277
73,G,I,N/A
73,I,J,N/A
73,J,K,N/A
73,J,L,N/A
73,K,M,N/A
73,L,M,N/A
73,M,N,N/A
73,M,O,N/A
74,A,B,295
74,A,F,2113
74,B,C,261
74,C,A,556
74,D,E,276
74,E,G,298
74,F,D,321
74,G,H,268
74,G,I,N/A
74,I,J,N/A
74,J,K,N/A
74,J,L,N/A
74,K,M,N/A
74,L,M,N/A
74,M,N,N/A
74,M,O,N/A
75,A,B,313
75,A,F,2148
75,B,C,308
75,C,A,621
75,D,E,310
75,E,G,323
75,F,D,317
75,G,H,372
75,G,I,N/A
75,I,J,N/A
75,J,K,N/A
75,J,L,N/A
75,K,M,N/A
75,L,M,N/A
75,M,N,N/A
75,M,O,N/A
76,A,B,334
76,A,F,1271
76,B,C,269
76,C,A,602
76,D,E,332
76,E,G,362
76,F,D,322
76,G,H,N/A
76,G,I,321
76,I,J,330
76,J,K,330
76,J,L,N/A
76,K,M,311
76,L,M,N/A
76,M,N,N/A
76,M,O,268
77,A,B,N/A
77,A,F,297
77,B,C,N/A
77,C,A,N/A
77,D,E,297
77,E,G,333
77,F,D,311
77,G,H,N/A
77,G,I,248
77,I,J,280
77,J,K,N/A
77,J,L,246
77,K,M,N/A
77,L,M,255
77,M,N,290
77,M,O,N/A
78,A,B,279
78,A,F,1081
78,B,C,302
78,C,A,581
78,D,E,304
78,E,G,323
78,F,D,321
78,G,H,N/A
78,G,I,307
78,I,J,300
78,J,K,N/A
78,J,L,340
78,K,M,N/A
78,L,M,292
78,M,N,319
78,M,O,N/A
79,A,B,271
79,A,F,1123
79,B,C,261
79,C,A,532
79,D,E,301
79,E,G,235
79,F,D,321
79,G,H,N/A
79,G,I,267
79,I,J,304
79,J,K,N/A
79,J,L,295
79,K,M,N/A
79,L,M,339
79,M,N,N/A
79,M,O,301
80,A,B,N/A
80,A,F,303
80,B,C,N/A
80,C,A,N/A
80,D,E,310
80,E,G,262
80,F,D,293
80,G,H,N/A
80,G,I,312
80,I,J,328
80,J,K,292
80,J,L,N/A
80,K,M,304
80,L,M,N/A
80,M,N,N/A
80,M,O,330
81,A,B,N/A
81,A,F,305
81,B,C,N/A
81,C,A,N/A
81,D,E,344
81,E,G,315
81,F,D,315
81,G,H,285
81,G,I,N/A
81,I,J,N/A
81,J,K,N/A
81,J,L,N/A
81,K,M,N/A
81,L,M,N/A
81,M,N,N/A
81,M,O,N/A
82,A,B,338
82,A,F,1200
82,B,C,318
82,C,A,655
82,D,E,308
82,E,G,268
82,F,D,302
82,G,H,301
82,G,I,N/A
82,I,J,N/A
82,J,K,N/A
82,J,L,N/A
82,K,M,N/A
82,L,M,N/A
82,M,N,N/A
82,M,O,N/A
83,A,B,N/A
83,A,F,293
83,B,C,N/A
83,C,A,N/A
83,D,E,321
83,E,G,272
83,F,D,313
83,G,H,325
83,G,I,N/A
83,I,J,N/A
83,J,K,N/A
83,J,L,N/A
83,K,M,N/A
83,L,M,N/A
83,M,N,N/A
83,M,O,N/A
84,A,B,314
84,A,F,1194
84,B,C,294
84,C,A,608
84,D,E,319
84,E,G,379
84,F,D,295
84,G,H,306
84,G,I,N/A
84,I,J,N/A
84,J,K,N/A
84,J,L,N/A
84,K,M,N/A
84,L,M,N/A
84,M,N,N/A
84,M,O,N/A
85,A,B,N/A
85,A,F,279
85,B,C,N/A
85,C,A,N/A
85,D,E,293
85,E,G,269
85,F,D,298
85,G,H,330
85,G,I,N/A
85,I,J,N/A
85,J,K,N/A
85,J,L,N/A
85,K,M,N/A
85,L,M,N/A
85,M,N,N/A
85,M,O,N/A
86,A,B,N/A
86,A,F,319
86,B,C,N/A
86,C,A,N/A
86,D,E,242
86,E,G,292
86,F,D,260
86,G,H,301
86,G,I,N/A
86,I,J,N/A
86,J,K,N/A
86,J,L,N/A
86,K,M,N/A
86,L,M,N/A
86,M,N,N/A
86,M,O,N/A
87,A,B,N/A
87,A,F,305
87,B,C,N/A
87,C,A,N/A
87,D,E,305
87,E,G,314
87,F,D,303
87,G,H,286
87,G,I,N/A
87,I,J,N/A
87,J,K,N/A
87,J,L,N/A
87,K,M,N/A
87,L,M,N/A
87,M,N,N/A
87,M,O,N/A
88,A,B,N/A
88,A,F,313
88,B,C,N/A
88,C,A,N/A
88,D,E,309
88,E,G,259
88,F,D,287
88,G,H,N/A
88,G,I,331
88,I,J,262
88,J,K,321
88,J,L,N/A
88,K,M,198
88,L,M,N/A
88,M,N,287
88,M,O,N/A
89,A,B,N/A
89,A,F,257
89,B,C,N/A
89,C,A,N/A
89,D,E,293
89,E,G,241
89,F,D,274
89,G,H,302
89,G,I,N/A
89,I,J,N/A
89,J,K,N/A
89,J,L,N/A
89,K,M,N/A
89,L,M,N/A
89,M,N,N/A
89,M,O,N/A
90,A,B,N/A
90,A,F,296
90,B,C,N/A
90,C,A,N/A
90,D,E,339
90,E,G,347
90,F,D,302
90,G,H,291
90,G,I,N/A
90,I,J,N/A
90,J,K,N/A
90,J,L,N/A
90,K,M,N/A
90,L,M,N/A
90,M,N,N/A
90,M,O,N/A
91,A,B,328
91,A,F,2036
91,B,C,304
91,C,A,633
91,D,E,263
91,E,G,334
91,F,D,276
91,G,H,301
91,G,I,N/A
91,I,J,N/A
91,J,K,N/A
91,J,L,N/A
91,K,M,N/A
91,L,M,N/A
91,M,N,N/A
91,M,O,N/A
92,A,B,N/A
92,A,F,333
92,B,C,N/A
92,C,A,N/A
92,D,E,333
92,E,G,256
92,F,D,295
92,G,H,N/A
92,G,I,317
92,I,J,285
92,J,K,N/A
92,J,L,302
92,K,M,N/A
92,L,M,323
92,M,N,N/A
92,M,O,259
93,A,B,299
93,A,F,3913
93,B,C,269
93,C,A,568
93,D,E,276
93,E,G,297
93,F,D,290
93,G,H,N/A
93,G,I,285
93,I,J,320
93,J,K,283
93,J,L,N/A
93,K,M,300
93,L,M,N/A
93,M,N,N/A
93,M,O,299
94,A,B,N/A
94,A,F,318
94,B,C,N/A
94,C,A,N/A
94,D,E,260
