case,start,end,timeSpread
7,G,I,N/A
7,I,J,N/A
7,J,K,N/A
7,J,L,N/A
7,K,M,N/A
7,L,M,N/A
7,M,N,N/A
7,M,O,N/A
8,A,B,1673
8,A,F,12057
8,B,C,1792
8,C,A,3465
8,D,E,1762
8,E,G,1758
8,F,D,1682
8,G,H,N/A
8,G,I,2211
8,I,J,1898
8,J,K,1646
8,J,L,N/A
8,K,M,1829
8,L,M,N/A
8,M,N,N/A
8,M,O,1743
9,A,B,N/A
9,A,F,1741
9,B,C,N/A
9,C,A,N/A
9,D,E,1778
9,E,G,1821
9,F,D,1913
9,G,H,1948
9,G,I,N/A
9,I,J,N/A
9,J,K,N/A
9,J,L,N/A
9,K,M,N/A
9,L,M,N/A
9,M,N,N/A
9,M,O,N/A
10,A,B,N/A
10,A,F,1831
10,B,C,N/A
10,C,A,N/A
10,D,E,1720
10,E,G,1881
10,F,D,1527
10,G,H,1827
10,G,I,N/A
10,I,J,N/A
10,J,K,N/A
10,J,L,N/A
10,K,M,N/A
10,L,M,N/A
10,M,N,N/A
10,M,O,N/A
11,A,B,1541
11,A,F,6795
11,B,C,1531
11,C,A,3072
11,D,E,1768
11,E,G,1863
11,F,D,1960
11,G,H,1741
11,G,I,N/A
11,I,J,N/A
11,J,K,N/A
11,J,L,N/A
11,K,M,N/A
11,L,M,N/A
11,M,N,N/A
11,M,O,N/A
12,A,B,N/A
12,A,F,2027
12,B,C,N/A
12,C,A,N/A
12,D,E,1672
12,E,G,1729
12,F,D,1817
12,G,H,1639
12,G,I,N/A
12,I,J,N/A
12,J,K,N/A
12,J,L,N/A
12,K,M,N/A
12,L,M,N/A
12,M,N,N/A
12,M,O,N/A
13,A,B,N/A
13,A,F,1933
13,B,C,N/A
13,C,A,N/A
13,D,E,1799
13,E,G,1829
13,F,D,1710
13,G,H,N/A
13,G,I,1963
13,I,J,1779
13,J,K,N/A
13,J,L,1929
13,K,M,N/A
13,L,M,1447
13,M,N,N/A
13,M,O,1889
14,A,B,N/A
14,A,F,1589
14,B,C,N/A
14,C,A,N/A
14,D,E,1684
14,E,G,1832
14,F,D,1985
14,G,H,N/A
14,G,I,1768
14,I,J,1696
14,J,K,N/A
14,J,L,1838
14,K,M,N/A
14,L,M,1987
14,M,N,N/A
14,M,O,1792
15,A,B,N/A
15,A,F,1680
15,B,C,N/A
15,C,A,N/A
15,D,E,1692
15,E,G,1818
15,F,D,1859
15,G,H,2089
15,G,I,N/A
15,I,J,N/A
15,J,K,N/A
15,J,L,N/A
15,K,M,N/A
15,L,M,N/A
15,M,N,N/A
15,M,O,N/A
16,A,B,N/A
16,A,F,2038
16,B,C,N/A
16,C,A,N/A
16,D,E,1505
16,E,G,1405
16,F,D,1590
16,G,H,N/A
16,G,I,1882
16,I,J,1814
16,J,K,N/A
16,J,L,2002
16,K,M,N/A
16,L,M,1828
16,M,N,1933
16,M,O,N/A
17,A,B,2090
17,A,F,7447
17,B,C,1598
17,C,A,3688
17,D,E,1813
17,E,G,2003
17,F,D,1750
17,G,H,N/A
17,G,I,1888
17,I,J,1651
17,J,K,1638
17,J,L,N/A
17,K,M,1730
17,L,M,N/A
17,M,N,N/A
17,M,O,1890
18,A,B,N/A
18,A,F,1744
18,B,C,N/A
18,C,A,N/A
18,D,E,1587
18,E,G,2029
18,F,D,1846
18,G,H,1847
18,G,I,N/A
18,I,J,N/A
18,J,K,N/A
18,J,L,N/A
18,K,M,N/A
18,L,M,N/A
18,M,N,N/A
18,M,O,N/A
19,A,B,N/A
19,A,F,1525
19,B,C,N/A
19,C,A,N/A
19,D,E,1755
19,E,G,1812
19,F,D,2041
19,G,H,1969
19,G,I,N/A
19,I,J,N/A
19,J,K,N/A
19,J,L,N/A
19,K,M,N/A
19,L,M,N/A
19,M,N,N/A
19,M,O,N/A
20,A,B,1459
20,A,F,23198
20,B,C,1619
20,C,A,3077
20,D,E,1982
20,E,G,1592
20,F,D,1677
20,G,H,1745
20,G,I,N/A
20,I,J,N/A
20,J,K,N/A
20,J,L,N/A
20,K,M,N/A
20,L,M,N/A
20,M,N,N/A
20,M,O,N/A
21,A,B,N/A
21,A,F,1823
21,B,C,N/A
21,C,A,N/A
21,D,E,2023
21,E,G,1794
21,F,D,1872
21,G,H,1559
21,G,I,N/A
21,I,J,N/A
21,J,K,N/A
21,J,L,N/A
21,K,M,N/A
21,L,M,N/A
21,M,N,N/A
21,M,O,N/A
22,A,B,N/A
22,A,F,2052
22,B,C,N/A
22,C,A,N/A
22,D,E,1588
22,E,G,1848
22,F,D,1904
22,G,H,1815
22,G,I,N/A
22,I,J,N/A
22,J,K,N/A
22,J,L,N/A
22,K,M,N/A
22,L,M,N/A
22,M,N,N/A
22,M,O,N/A
23,A,B,1800
23,A,F,12296
23,B,C,2130
23,C,A,3931
23,D,E,1910
23,E,G,1465
23,F,D,1975
23,G,H,N/A
23,G,I,1658
23,I,J,1766
23,J,K,N/A
23,J,L,1860
23,K,M,N/A
23,L,M,1869
23,M,N,N/A
23,M,O,1591
24,A,B,N/A
24,A,F,1635
24,B,C,N/A
24,C,A,N/A
24,D,E,1516
24,E,G,1975
24,F,D,1652
24,G,H,N/A
24,G,I,1642
24,I,J,2165
24,J,K,N/A
24,J,L,1490
24,K,M,N/A
24,L,M,1693
24,M,N,1771
24,M,O,N/A
25,A,B,N/A
25,A,F,1745
25,B,C,N/A
25,C,A,N/A
25,D,E,1841
25,E,G,1785
25,F,D,1810
25,G,H,N/A
25,G,I,1557
25,I,J,1623
25,J,K,1858
25,J,L,N/A
25,K,M,1881
25,L,M,N/A
25,M,N,1467
25,M,O,N/A
26,A,B,1686
26,A,F,6768
26,B,C,1807
26,C,A,3493
26,D,E,1536
26,E,G,2048
26,F,D,1780
26,G,H,N/A
26,G,I,1898
26,I,J,1655
26,J,K,1811
26,J,L,N/A
26,K,M,1888
26,L,M,N/A
26,M,N,N/A
26,M,O,1460
27,A,B,N/A
27,A,F,1638
27,B,C,N/A
27,C,A,N/A
27,D,E,1963
27,E,G,1869
27,F,D,1768
27,G,H,N/A
27,G,I,1765
27,I,J,2047
27,J,K,1806
27,J,L,N/A
27,K,M,1571
27,L,M,N/A
27,M,N,N/A
27,M,O,2162
28,A,B,1746
28,A,F,6978
28,B,C,1503
28,C,A,3249
28,D,E,1511
28,E,G,1561
28,F,D,1638
28,G,H,1806
28,G,I,N/A
28,I,J,N/A
28,J,K,N/A
28,J,L,N/A
28,K,M,N/A
28,L,M,N/A
28,M,N,N/A
28,M,O,N/A
29,A,B,1326
29,A,F,17882
29,B,C,1818
29,C,A,3144
29,D,E,1406
29,E,G,1610
29,F,D,1560
29,G,H,N/A
29,G,I,1903
29,I,J,1860
29,J,K,1625
29,J,L,N/A
29,K,M,1470
29,L,M,N/A
29,M,N,N/A
29,M,O,1514
30,A,B,N/A
30,A,F,1779
30,B,C,N/A
30,C,A,N/A
30,D,E,1997
30,E,G,1838
30,F,D,1573
30,G,H,N/A
30,G,I,1775
30,I,J,1709
30,J,K,1669
30,J,L,N/A
30,K,M,1885
30,L,M,N/A
30,M,N,1916
30,M,O,N/A
31,A,B,N/A
31,A,F,1893
31,B,C,N/A
31,C,A,N/A
31,D,E,1815
31,E,G,1921
31,F,D,1695
31,G,H,N/A
31,G,I,1770
31,I,J,1604
31,J,K,1833
31,J,L,N/A
31,K,M,1687
31,L,M,N/A
31,M,N,N/A
31,M,O,1745
32,A,B,1814
32,A,F,7534
32,B,C,2079
32,C,A,3893
32,D,E,1640
32,E,G,1662
32,F,D,1759
32,G,H,1489
32,G,I,N/A
32,I,J,N/A
32,J,K,N/A
32,J,L,N/A
32,K,M,N/A
32,L,M,N/A
32,M,N,N/A
32,M,O,N/A
33,A,B,291
33,A,F,1989
33,B,C,280
33,C,A,571
33,D,E,304
33,E,G,261
33,F,D,284
33,G,H,229
33,G,I,N/A
33,I,J,N/A
33,J,K,N/A
33,J,L,N/A
33,K,M,N/A
33,L,M,N/A
33,M,N,N/A
33,M,O,N/A
34,A,B,N/A
34,A,F,345
34,B,C,N/A
34,C,A,N/A
34,D,E,317
34,E,G,298
34,F,D,241
34,G,H,268
34,G,I,N/A
34,I,J,N/A
34,J,K,N/A
34,J,L,N/A
34,K,M,N/A
34,L,M,N/A
34,M,N,N/A
34,M,O,N/A
35,A,B,245
35,A,F,1113
35,B,C,267
35,C,A,511
35,D,E,306
35,E,G,289
35,F,D,350
35,G,H,N/A
35,G,I,334
35,I,J,283
35,J,K,N/A
35,J,L,308
35,K,M,N/A
35,L,M,331
35,M,N,360
35,M,O,N/A
36,A,B,N/A
36,A,F,293
36,B,C,N/A
36,C,A,N/A
36,D,E,273
36,E,G,276
36,F,D,273
36,G,H,288
36,G,I,N/A
36,I,J,N/A
36,J,K,N/A
36,J,L,N/A
36,K,M,N/A
36,L,M,N/A
36,M,N,N/A
36,M,O,N/A
37,A,B,308
37,A,F,2183
37,B,C,275
37,C,A,583
37,D,E,293
37,E,G,298
37,F,D,266
37,G,H,286
37,G,I,N/A
37,I,J,N/A
37,J,K,N/A
37,J,L,N/A
37,K,M,N/A
37,L,M,N/A
37,M,N,N/A
37,M,O,N/A
38,A,B,N/A
38,A,F,297
38,B,C,N/A
38,C,A,N/A
38,D,E,324
38,E,G,297
38,F,D,291
38,G,H,N/A
38,G,I,307
38,I,J,314
38,J,K,N/A
38,J,L,310
38,K,M,N/A
38,L,M,276
38,M,N,323
38,M,O,N/A
39,A,B,N/A
39,A,F,271
39,B,C,N/A
39,C,A,N/A
39,D,E,254
39,E,G,310
39,F,D,304
39,G,H,280
39,G,I,N/A
39,I,J,N/A
39,J,K,N/A
39,J,L,N/A
39,K,M,N/A
39,L,M,N/A
39,M,N,N/A
39,M,O,N/A
40,A,B,313
40,A,F,1177
40,B,C,245
40,C,A,558
40,D,E,284
40,E,G,391
40,F,D,308
40,G,H,320
40,G,I,N/A
40,I,J,N/A
40,J,K,N/A
40,J,L,N/A
40,K,M,N/A
40,L,M,N/A
40,M,N,N/A
40,M,O,N/A
41,A,B,N/A
41,A,F,305
41,B,C,N/A
41,C,A,N/A
41,D,E,289
41,E,G,320
41,F,D,288
41,G,H,N/A
41,G,I,222
41,I,J,284
41,J,K,298
41,J,L,N/A
41,K,M,305
41,L,M,N/A
41,M,N,272
41,M,O,N/A
42,A,B,327
42,A,F,1239
42,B,C,306
42,C,A,633
42,D,E,333
42,E,G,267
42,F,D,285
42,G,H,N/A
42,G,I,336
42,I,J,285
42,J,K,309
42,J,L,N/A
42,K,M,272
42,L,M,N/A
42,M,N,N/A
42,M,O,293
43,A,B,250
43,A,F,1118
43,B,C,288
43,C,A,538
43,D,E,297
43,E,G,287
43,F,D,305
43,G,H,295
43,G,I,N/A
43,I,J,N/A
43,J,K,N/A
43,J,L,N/A
43,K,M,N/A
43,L,M,N/A
43,M,N,N/A
43,M,O,N/A
44,A,B,278
44,A,F,2994
44,B,C,298
44,C,A,576
44,D,E,285
44,E,G,294
44,F,D,324
44,G,H,336
44,G,I,N/A
44,I,J,N/A
44,J,K,N/A
44,J,L,N/A
44,K,M,N/A
44,L,M,N/A
44,M,N,N/A
44,M,O,N/A
45,A,B,N/A
45,A,F,295
45,B,C,N/A
45,C,A,N/A
45,D,E,205
45,E,G,317
45,F,D,313
45,G,H,325
45,G,I,N/A
45,I,J,N/A
45,J,K,N/A
45,J,L,N/A
45,K,M,N/A
45,L,M,N/A
45,M,N,N/A
45,M,O,N/A
46,A,B,321
46,A,F,1254
46,B,C,305
46,C,A,626
46,D,E,327
46,E,G,322
46,F,D,304
46,G,H,303
46,G,I,N/A
46,I,J,N/A
46,J,K,N/A
46,J,L,N/A
46,K,M,N/A
46,L,M,N/A
46,M,N,N/A
46,M,O,N/A
47,A,B,N/A
47,A,F,325
47,B,C,N/A
47,C,A,N/A
47,D,E,268
47,E,G,240
47,F,D,288
47,G,H,285
47,G,I,N/A
47,I,J,N/A
47,J,K,N/A
47,J,L,N/A
47,K,M,N/A
47,L,M,N/A
47,M,N,N/A
47,M,O,N/A
48,A,B,N/A
48,A,F,349
48,B,C,N/A
48,C,A,N/A
48,D,E,273
48,E,G,291
48,F,D,326
48,G,H,307
48,G,I,N/A
48,I,J,N/A
48,J,K,N/A
48,J,L,N/A
48,K,M,N/A
48,L,M,N/A
48,M,N,N/A
48,M,O,N/A
49,A,B,N/A
49,A,F,271
49,B,C,N/A
49,C,A,N/A
49,D,E,211
49,E,G,323
49,F,D,274
49,G,H,N/A
49,G,I,288
49,I,J,269
49,J,K,296
49,J,L,N/A
49,K,M,310
49,L,M,N/A
49,M,N,N/A
49,M,O,315
50,A,B,353
50,A,F,1365
50,B,C,354
50,C,A,707
50,D,E,283
50,E,G,296
50,F,D,257
50,G,H,N/A
50,G,I,331
50,I,J,293
50,J,K,N/A
50,J,L,312
50,K,M,N/A
50,L,M,316
50,M,N,284
50,M,O,N/A
51,A,B,261
51,A,F,2082
51,B,C,282
51,C,A,542
51,D,E,335
51,E,G,341
51,F,D,289
51,G,H,324
51,G,I,N/A
51,I,J,N/A
51,J,K,N/A
51,J,L,N/A
51,K,M,N/A
51,L,M,N/A
51,M,N,N/A
51,M,O,N/A
52,A,B,N/A
52,A,F,319
52,B,C,N/A
52,C,A,N/A
52,D,E,287
52,E,G,335
52,F,D,293
52,G,H,N/A
52,G,I,283
52,I,J,312
52,J,K,310
52,J,L,N/A
52,K,M,293
52,L,M,N/A
52,M,N,286
52,M,O,N/A
53,A,B,N/A
53,A,F,258
53,B,C,N/A
53,C,A,N/A
53,D,E,307
53,E,G,277
53,F,D,300
53,G,H,316
53,G,I,N/A
53,I,J,N/A
53,J,K,N/A
53,J,L,N/A
53,K,M,N/A
53,L,M,N/A
53,M,N,N/A
53,M,O,N/A
54,A,B,N/A
54,A,F,362
54,B,C,N/A
54,C,A,N/A
54,D,E,228
54,E,G,290
54,F,D,291
54,G,H,N/A
54,G,I,316
54,I,J,313
54,J,K,N/A
54,J,L,333
54,K,M,N/A
54,L,M,294
54,M,N,N/A
54,M,O,307
55,A,B,254
55,A,F,6608
55,B,C,293
55,C,A,547
55,D,E,300
55,E,G,344
55,F,D,279
55,G,H,283
55,G,I,N/A
55,I,J,N/A
55,J,K,N/A
55,J,L,N/A
55,K,M,N/A
55,L,M,N/A
55,M,N,N/A
55,M,O,N/A
56,A,B,N/A
56,A,F,329
56,B,C,N/A
56,C,A,N/A
56,D,E,271
56,E,G,258
56,F,D,289
56,G,H,320
56,G,I,N/A
56,I,J,N/A
56,J,K,N/A
56,J,L,N/A
56,K,M,N/A
56,L,M,N/A
56,M,N,N/A
56,M,O,N/A
57,A,B,294
57,A,F,2022
57,B,C,256
57,C,A,550
57,D,E,304
57,E,G,301
57,F,D,291
57,G,H,333
57,G,I,N/A
57,I,J,N/A
57,J,K,N/A
57,J,L,N/A
57,K,M,N/A
57,L,M,N/A
57,M,N,N/A
57,M,O,N/A
58,A,B,287
58,A,F,1175
58,B,C,282
58,C,A,569
58,D,E,273
58,E,G,239
58,F,D,267
58,G,H,N/A
58,G,I,315
58,I,J,268
58,J,K,269
58,J,L,N/A
58,K,M,314
58,L,M,N/A
58,M,N,N/A
58,M,O,301
59,A,B,N/A
59,A,F,292
59,B,C,N/A
59,C,A,N/A
59,D,E,398
59,E,G,235
59,F,D,300
59,G,H,N/A
59,G,I,364
59,I,J,320
59,J,K,N/A
59,J,L,284
59,K,M,N/A
59,L,M,288
59,M,N,252
59,M,O,N/A
60,A,B,N/A
60,A,F,332
60,B,C,N/A
60,C,A,N/A
60,D,E,285
60,E,G,280
60,F,D,328
60,G,H,300
60,G,I,N/A
60,I,J,N/A
60,J,K,N/A
60,J,L,N/A
60,K,M,N/A
60,L,M,N/A
60,M,N,N/A
60,M,O,N/A
61,A,B,N/A
61,A,F,337
61,B,C,N/A
61,C,A,N/A
61,D,E,324
61,E,G,291
61,F,D,279
61,G,H,N/A
61,G,I,318
61,I,J,332
61,J,K,293
61,J,L,N/A
61,K,M,271
61,L,M,N/A
61,M,N,N/A
61,M,O,319
62,A,B,297
62,A,F,2249
62,B,C,330
62,C,A,628
62,D,E,336
62,E,G,312
62,F,D,282
62,G,H,N/A
62,G,I,291
62,I,J,313
62,J,K,268
62,J,L,N/A
62,K,M,289
62,L,M,N/A
62,M,N,294
62,M,O,N/A
63,A,B,N/A
63,A,F,347
63,B,C,N/A
63,C,A,N/A
63,D,E,300
63,E,G,298
63,F,D,253
63,G,H,N/A
63,G,I,271
63,I,J,301
63,J,K,N/A
63,J,L,330
63,K,M,N/A
63,L,M,338
63,M,N,304
63,M,O,N/A
64,A,B,306
64,A,F,3895
64,B,C,348
64,C,A,654
64,D,E,311
64,E,G,304
64,F,D,331
64,G,H,N/A
64,G,I,316
64,I,J,249
64,J,K,N/A
64,J,L,283
64,K,M,N/A
64,L,M,266
64,M,N,N/A
64,M,O,320
65,A,B,N/A
65,A,F,302
65,B,C,N/A
65,C,A,N/A
65,D,E,283
65,E,G,273
65,F,D,340
65,G,H,271
65,G,I,N/A
65,I,J,N/A
65,J,K,N/A
65,J,L,N/A
65,K,M,N/A
65,L,M,N/A
65,M,N,N/A
65,M,O,N/A
66,A,B,294
66,A,F,1107
66,B,C,234
66,C,A,528
66,D,E,326
66,E,G,271
66,F,D,314
66,G,H,303
66,G,I,N/A
66,I,J,N/A
66,J,K,N/A
66,J,L,N/A
66,K,M,N/A
66,L,M,N/A
66,M,N,N/A
66,M,O,N/A
67,A,B,N/A
67,A,F,1656
67,B,C,N/A
67,C,A,N/A
67,D,E,1743
67,E,G,1547
67,F,D,1694
67,G,H,N/A
67,G,I,1988
67,I,J,1890
67,J,K,N/A
67,J,L,1682
67,K,M,N/A
67,L,M,1908
67,M,N,1779
67,M,O,N/A
68,A,B,1837
68,A,F,17666
68,B,C,2079
68,C,A,3916
68,D,E,1859
68,E,G,1849
68,F,D,1561
68,G,H,N/A
68,G,I,1824
68,I,J,1808
68,J,K,1962
68,J,L,N/A
68,K,M,1779
68,L,M,N/A
68,M,N,N/A
68,M,O,1843
69,A,B,N/A
69,A,F,1720
69,B,C,N/A
69,C,A,N/A
69,D,E,2100
69,E,G,1435
69,F,D,1757
69,G,H,1937
69,G,I,N/A
69,I,J,N/A
69,J,K,N/A
69,J,L,N/A
69,K,M,N/A
69,L,M,N/A
69,M,N,N/A
69,M,O,N/A
70,A,B,2172
70,A,F,12602
70,B,C,1667
70,C,A,3839
70,D,E,1901
70,E,G,1984
70,F,D,1416
70,G,H,N/A
70,G,I,1563
70,I,J,1615
70,J,K,N/A
70,J,L,1473
70,K,M,N/A
70,L,M,1736
70,M,N,N/A
70,M,O,1237
71,A,B,2079
71,A,F,7219
71,B,C,1702
71,C,A,3780
71,D,E,1821
71,E,G,1928
71,F,D,1700
71,G,H,2095
71,G,I,N/A
71,I,J,N/A
71,J,K,N/A
71,J,L,N/A
71,K,M,N/A
71,L,M,N/A
71,M,N,N/A
71,M,O,N/A
72,A,B,N/A
72,A,F,1912
72,B,C,N/A
72,C,A,N/A
72,D,E,1975
72,E,G,1794
72,F,D,2042
72,G,H,1582
72,G,I,N/A
72,I,J,N/A
72,J,K,N/A
72,J,L,N/A
72,K,M,N/A
72,L,M,N/A
72,M,N,N/A
72,M,O,N/A
73,A,B,N/A
73,A,F,1520
73,B,C,N/A
73,C,A,N/A
73,D,E,2025
73,E,G,2044
73,F,D,1858
73,G,H,N/A
73,G,I,2097
73,I,J,1942
73,J,K,1518
73,J,L,N/A
73,K,M,1738
73,L,M,N/A
73,M,N,1721
73,M,O,N/A
74,A,B,1610
74,A,F,7202
74,B,C,1922
74,C,A,3531
74,D,E,1987
74,E,G,1736
74,F,D,1767
74,G,H,N/A
74,G,I,1554
74,I,J,1965
74,J,K,1624
74,J,L,N/A
74,K,M,1910
74,L,M,N/A
74,M,N,N/A
74,M,O,1910
75,A,B,1920
75,A,F,13592
75,B,C,2251
75,C,A,4171
75,D,E,1971
75,E,G,1607
75,F,D,1866
75,G,H,N/A
75,G,I,1556
75,I,J,1713
75,J,K,1673
75,J,L,N/A
75,K,M,1681
75,L,M,N/A
75,M,N,N/A
75,M,O,1896
76,A,B,N/A
76,A,F,1867
76,B,C,N/A
76,C,A,N/A
76,D,E,1825
76,E,G,2151
76,F,D,2056
76,G,H,N/A
76,G,I,1988
76,I,J,1826
76,J,K,N/A
76,J,L,1718
76,K,M,N/A
76,L,M,1774
76,M,N,1713
76,M,O,N/A
77,A,B,1842
77,A,F,12862
77,B,C,1462
77,C,A,3304
77,D,E,1880
77,E,G,1793
77,F,D,1917
77,G,H,N/A
77,G,I,1544
77,I,J,1690
77,J,K,N/A
77,J,L,1944
77,K,M,N/A
77,L,M,1476
77,M,N,1880
77,M,O,N/A
78,A,B,N/A
78,A,F,1815
78,B,C,N/A
78,C,A,N/A
78,D,E,1736
78,E,G,1845
78,F,D,1607
78,G,H,1631
78,G,I,N/A
78,I,J,N/A
78,J,K,N/A
78,J,L,N/A
78,K,M,N/A
78,L,M,N/A
78,M,N,N/A
78,M,O,N/A
79,A,B,N/A
79,A,F,1824
79,B,C,N/A
79,C,A,N/A
79,D,E,1899
79,E,G,1552
79,F,D,1895
79,G,H,1992
79,G,I,N/A
79,I,J,N/A
79,J,K,N/A
79,J,L,N/A
79,K,M,N/A
79,L,M,N/A
79,M,N,N/A
79,M,O,N/A
80,A,B,N/A
80,A,F,1400
80,B,C,N/A
80,C,A,N/A
80,D,E,1750
80,E,G,1893
80,F,D,1671
80,G,H,1886
80,G,I,N/A
80,I,J,N/A
80,J,K,N/A
80,J,L,N/A
80,K,M,N/A
80,L,M,N/A
80,M,N,N/A
80,M,O,N/A
81,A,B,N/A
81,A,F,1803
81,B,C,N/A
81,C,A,N/A
81,D,E,1602
81,E,G,1541
81,F,D,1926
81,G,H,1752
81,G,I,N/A
81,I,J,N/A
81,J,K,N/A
81,J,L,N/A
81,K,M,N/A
81,L,M,N/A
81,M,N,N/A
81,M,O,N/A
82,A,B,2030
82,A,F,7636
82,B,C,1882
82,C,A,3912
82,D,E,1956
82,E,G,1722
82,F,D,1751
82,G,H,1615
82,G,I,N/A
82,I,J,N/A
82,J,K,N/A
82,J,L,N/A
82,K,M,N/A
82,L,M,N/A
82,M,N,N/A
82,M,O,N/A
83,A,B,1694
83,A,F,6558
83,B,C,1404
83,C,A,3099
83,D,E,1686
83,E,G,1935
83,F,D,1774
83,G,H,2066
83,G,I,N/A
83,I,J,N/A
83,J,K,N/A
83,J,L,N/A
83,K,M,N/A
83,L,M,N/A
83,M,N,N/A
83,M,O,N/A
84,A,B,1399
84,A,F,12628
84,B,C,1783
84,C,A,3182
84,D,E,1742
84,E,G,2004
84,F,D,1885
84,G,H,N/A
84,G,I,1800
84,I,J,2051
84,J,K,N/A
84,J,L,1326
84,K,M,N/A
84,L,M,1753
84,M,N,N/A
84,M,O,1750
85,A,B,N/A
85,A,F,1776
85,B,C,N/A
85,C,A,N/A
85,D,E,1787
85,E,G,1863
85,F,D,1718
85,G,H,1598
85,G,I,N/A
85,I,J,N/A
85,J,K,N/A
85,J,L,N/A
85,K,M,N/A
85,L,M,N/A
85,M,N,N/A
85,M,O,N/A
86,A,B,1875
86,A,F,12694
86,B,C,1805
86,C,A,3680
86,D,E,1933
86,E,G,1892
86,F,D,1749
86,G,H,1688
86,G,I,N/A
86,I,J,N/A
86,J,K,N/A
86,J,L,N/A
86,K,M,N/A
86,L,M,N/A
86,M,N,N/A
86,M,O,N/A
87,A,B,N/A
87,A,F,1762
87,B,C,N/A
87,C,A,N/A
87,D,E,1738
87,E,G,1747
87,F,D,1797
87,G,H,N/A
87,G,I,1820
87,I,J,1914
87,J,K,N/A
87,J,L,1796
87,K,M,N/A
87,L,M,1706
87,M,N,1654
87,M,O,N/A
88,A,B,2059
88,A,F,7745
88,B,C,1772
88,C,A,3832
88,D,E,2170
88,E,G,1642
88,F,D,1911
88,G,H,N/A
88,G,I,1663
88,I,J,1804
88,J,K,1655
88,J,L,N/A
88,K,M,1856
88,L,M,N/A
88,M,N,1886
88,M,O,N/A
89,A,B,1994
89,A,F,12475
89,B,C,1792
89,C,A,3785
89,D,E,1746
89,E,G,1847
89,F,D,1809
89,G,H,1947
89,G,I,N/A
89,I,J,N/A
89,J,K,N/A
89,J,L,N/A
89,K,M,N/A
89,L,M,N/A
89,M,N,N/A
89,M,O,N/A
90,A,B,1654
90,A,F,6981
90,B,C,1649
90,C,A,3303
90,D,E,1745
90,E,G,1769
90,F,D,1550
90,G,H,N/A
90,G,I,1636
90,I,J,1457
90,J,K,2000
90,J,L,N/A
90,K,M,2204
90,L,M,N/A
90,M,N,1972
90,M,O,N/A
91,A,B,N/A
91,A,F,1732
91,B,C,N/A
91,C,A,N/A
91,D,E,2243
91,E,G,2158
91,F,D,1646
91,G,H,N/A
91,G,I,1829
91,I,J,1962
91,J,K,N/A
91,J,L,1923
91,K,M,N/A
91,L,M,1899
91,M,N,1929
91,M,O,N/A
92,A,B,N/A
92,A,F,1571
92,B,C,N/A
92,C,A,N/A
92,D,E,1716
92,E,G,1502
92,F,D,1787
92,G,H,N/A
92,G,I,1596
92,I,J,2092
92,J,K,1657
92,J,L,N/A
92,K,M,2028
92,L,M,N/A
92,M,N,2006
92,M,O,N/A
93,A,B,N/A
93,A,F,1515
93,B,C,N/A
93,C,A,N/A
93,D,E,1899
93,E,G,1862
93,F,D,1751
93,G,H,N/A
93,G,I,1793
93,I,J,1556
93,J,K,N/A
93,J,L,1734
93,K,M,N/A
