case,start,end,timeSpread
8,F,D,1468
8,G,H,N/A
8,G,I,1745
8,I,J,1782
8,J,K,1879
8,J,L,N/A
8,K,M,2150
8,L,M,N/A
8,M,N,2274
8,M,O,N/A
9,A,B,N/A
9,A,F,2118
9,B,C,N/A
9,C,A,N/A
9,D,E,1992
9,E,G,1504
9,F,D,1655
9,G,H,N/A
9,G,I,1883
9,I,J,1569
9,J,K,N/A
9,J,L,1919
9,K,M,N/A
9,L,M,1611
9,M,N,N/A
9,M,O,1840
10,A,B,N/A
10,A,F,2271
10,B,C,N/A
10,C,A,N/A
10,D,E,1705
10,E,G,1792
10,F,D,1967
10,G,H,N/A
10,G,I,1921
10,I,J,1740
10,J,K,2150
10,J,L,N/A
10,K,M,1643
10,L,M,N/A
10,M,N,1839
10,M,O,N/A
11,A,B,1780
11,A,F,12700
11,B,C,1855
11,C,A,3635
11,D,E,1657
11,E,G,1818
11,F,D,1749
11,G,H,N/A
11,G,I,1582
11,I,J,1800
11,J,K,N/A
11,J,L,1624
11,K,M,N/A
11,L,M,1832
11,M,N,1783
11,M,O,N/A
12,A,B,1759
12,A,F,29834
12,B,C,1750
12,C,A,3509
12,D,E,1682
12,E,G,1979
12,F,D,1842
12,G,H,1985
12,G,I,N/A
12,I,J,N/A
12,J,K,N/A
12,J,L,N/A
12,K,M,N/A
12,L,M,N/A
12,M,N,N/A
12,M,O,N/A
13,A,B,1775
13,A,F,12562
13,B,C,1837
13,C,A,3612
13,D,E,2095
13,E,G,1828
13,F,D,1633
13,G,H,2056
13,G,I,N/A
13,I,J,N/A
13,J,K,N/A
13,J,L,N/A
13,K,M,N/A
13,L,M,N/A
13,M,N,N/A
13,M,O,N/A
14,A,B,N/A
14,A,F,1700
14,B,C,N/A
14,C,A,N/A
14,D,E,1855
14,E,G,1688
14,F,D,1820
14,G,H,1862
14,G,I,N/A
14,I,J,N/A
14,J,K,N/A
14,J,L,N/A
14,K,M,N/A
14,L,M,N/A
14,M,N,N/A
14,M,O,N/A
15,A,B,1970
15,A,F,18827
15,B,C,1832
15,C,A,3802
15,D,E,1822
15,E,G,1836
15,F,D,1631
15,G,H,N/A
15,G,I,1568
15,I,J,2146
15,J,K,N/A
15,J,L,2000
15,K,M,N/A
15,L,M,1520
15,M,N,N/A
15,M,O,1656
16,A,B,1736
16,A,F,6682
16,B,C,1290
16,C,A,3026
16,D,E,2075
16,E,G,2055
16,F,D,1823
16,G,H,1715
16,G,I,N/A
16,I,J,N/A
16,J,K,N/A
16,J,L,N/A
16,K,M,N/A
16,L,M,N/A
16,M,N,N/A
16,M,O,N/A
17,A,B,2030
17,A,F,6993
17,B,C,1714
17,C,A,3744
17,D,E,1768
17,E,G,1949
17,F,D,1811
17,G,H,N/A
17,G,I,1669
17,I,J,2083
17,J,K,1960
17,J,L,N/A
17,K,M,1947
17,L,M,N/A
17,M,N,1834
17,M,O,N/A
18,A,B,N/A
18,A,F,1784
18,B,C,N/A
18,C,A,N/A
18,D,E,1735
18,E,G,1791
18,F,D,1814
18,G,H,2028
18,G,I,N/A
18,I,J,N/A
18,J,K,N/A
18,J,L,N/A
18,K,M,N/A
18,L,M,N/A
18,M,N,N/A
18,M,O,N/A
19,A,B,1931
19,A,F,24147
19,B,C,2090
19,C,A,4022
19,D,E,1519
19,E,G,1805
19,F,D,1570
19,G,H,N/A
19,G,I,1736
19,I,J,1825
19,J,K,N/A
19,J,L,1665
19,K,M,N/A
19,L,M,1715
19,M,N,N/A
19,M,O,1740
20,A,B,1778
20,A,F,7681
20,B,C,1666
20,C,A,3444
20,D,E,1769
20,E,G,1740
20,F,D,1786
20,G,H,N/A
20,G,I,1894
20,I,J,1543
20,J,K,2107
20,J,L,N/A
20,K,M,1660
20,L,M,N/A
20,M,N,N/A
20,M,O,1707
21,A,B,1791
21,A,F,13144
21,B,C,1823
21,C,A,3614
21,D,E,1828
21,E,G,1640
21,F,D,1915
21,G,H,N/A
21,G,I,1631
21,I,J,2078
21,J,K,N/A
21,J,L,1510
21,K,M,N/A
21,L,M,1895
21,M,N,N/A
21,M,O,1860
22,A,B,N/A
22,A,F,2076
22,B,C,N/A
22,C,A,N/A
22,D,E,1719
22,E,G,1891
22,F,D,1813
22,G,H,N/A
22,G,I,1933
22,I,J,2142
22,J,K,1696
22,J,L,N/A
22,K,M,1756
22,L,M,N/A
22,M,N,N/A
22,M,O,1553
23,A,B,N/A
23,A,F,1610
23,B,C,N/A
23,C,A,N/A
23,D,E,1835
23,E,G,1771
23,F,D,1918
23,G,H,1739
23,G,I,N/A
23,I,J,N/A
23,J,K,N/A
23,J,L,N/A
23,K,M,N/A
23,L,M,N/A
23,M,N,N/A
23,M,O,N/A
24,A,B,1588
24,A,F,18121
24,B,C,1887
24,C,A,3475
24,D,E,1645
24,E,G,1562
24,F,D,1578
24,G,H,1857
24,G,I,N/A
24,I,J,N/A
24,J,K,N/A
24,J,L,N/A
24,K,M,N/A
24,L,M,N/A
24,M,N,N/A
24,M,O,N/A
25,A,B,N/A
25,A,F,2011
25,B,C,N/A
25,C,A,N/A
25,D,E,1976
25,E,G,1674
25,F,D,2104
25,G,H,2206
25,G,I,N/A
25,I,J,N/A
25,J,K,N/A
25,J,L,N/A
25,K,M,N/A
25,L,M,N/A
25,M,N,N/A
25,M,O,N/A
26,A,B,1823
26,A,F,12194
26,B,C,1769
26,C,A,3592
26,D,E,1806
26,E,G,1815
26,F,D,1879
26,G,H,1678
26,G,I,N/A
26,I,J,N/A
26,J,K,N/A
26,J,L,N/A
26,K,M,N/A
26,L,M,N/A
26,M,N,N/A
26,M,O,N/A
27,A,B,1691
27,A,F,7059
27,B,C,1700
27,C,A,3391
27,D,E,1911
27,E,G,1839
27,F,D,1811
27,G,H,N/A
27,G,I,2056
27,I,J,1593
27,J,K,1747
27,J,L,N/A
27,K,M,1603
27,L,M,N/A
27,M,N,N/A
27,M,O,1853
28,A,B,1941
28,A,F,7463
28,B,C,1720
28,C,A,3661
28,D,E,1973
28,E,G,2057
28,F,D,1751
28,G,H,2112
28,G,I,N/A
28,I,J,N/A
28,J,K,N/A
28,J,L,N/A
28,K,M,N/A
28,L,M,N/A
28,M,N,N/A
28,M,O,N/A
29,A,B,1724
29,A,F,12704
29,B,C,1509
29,C,A,3233
29,D,E,1129
29,E,G,2097
29,F,D,1736
29,G,H,N/A
29,G,I,1805
29,I,J,1956
29,J,K,N/A
29,J,L,1988
29,K,M,N/A
29,L,M,1646
29,M,N,N/A
29,M,O,1992
30,A,B,N/A
30,A,F,1734
30,B,C,N/A
30,C,A,N/A
30,D,E,1770
30,E,G,1952
30,F,D,1747
30,G,H,N/A
30,G,I,1678
30,I,J,1726
30,J,K,N/A
30,J,L,2234
30,K,M,N/A
30,L,M,1670
30,M,N,N/A
30,M,O,1609
31,A,B,1675
31,A,F,23178
31,B,C,1492
31,C,A,3166
31,D,E,1822
31,E,G,1832
31,F,D,1591
31,G,H,1910
31,G,I,N/A
31,I,J,N/A
31,J,K,N/A
31,J,L,N/A
31,K,M,N/A
31,L,M,N/A
31,M,N,N/A
31,M,O,N/A
32,A,B,N/A
32,A,F,1883
32,B,C,N/A
32,C,A,N/A
32,D,E,1573
32,E,G,1526
32,F,D,1517
32,G,H,1928
32,G,I,N/A
32,I,J,N/A
32,J,K,N/A
32,J,L,N/A
32,K,M,N/A
32,L,M,N/A
32,M,N,N/A
32,M,O,N/A
33,A,B,1964
33,A,F,7425
33,B,C,1845
33,C,A,3809
33,D,E,1798
33,E,G,1860
33,F,D,2026
33,G,H,1687
33,G,I,N/A
33,I,J,N/A
33,J,K,N/A
33,J,L,N/A
33,K,M,N/A
33,L,M,N/A
33,M,N,N/A
33,M,O,N/A
34,A,B,2020
34,A,F,7481
34,B,C,1754
34,C,A,3774
34,D,E,1961
34,E,G,1767
34,F,D,1789
34,G,H,1716
34,G,I,N/A
34,I,J,N/A
34,J,K,N/A
34,J,L,N/A
34,K,M,N/A
34,L,M,N/A
34,M,N,N/A
34,M,O,N/A
35,A,B,N/A
35,A,F,1925
35,B,C,N/A
35,C,A,N/A
35,D,E,1965
35,E,G,1637
35,F,D,2177
35,G,H,1698
35,G,I,N/A
35,I,J,N/A
35,J,K,N/A
35,J,L,N/A
35,K,M,N/A
35,L,M,N/A
35,M,N,N/A
35,M,O,N/A
36,A,B,N/A
36,A,F,1884
36,B,C,N/A
36,C,A,N/A
36,D,E,1852
36,E,G,1616
36,F,D,1926
36,G,H,N/A
36,G,I,2105
36,I,J,1848
36,J,K,2164
36,J,L,N/A
36,K,M,1831
36,L,M,N/A
36,M,N,1792
36,M,O,N/A
37,A,B,N/A
37,A,F,1925
37,B,C,N/A
37,C,A,N/A
37,D,E,1652
37,E,G,1710
37,F,D,1507
37,G,H,1683
37,G,I,N/A
37,I,J,N/A
37,J,K,N/A
37,J,L,N/A
37,K,M,N/A
37,L,M,N/A
37,M,N,N/A
37,M,O,N/A
38,A,B,1497
38,A,F,11679
38,B,C,1703
38,C,A,3200
38,D,E,1545
38,E,G,1751
38,F,D,1836
38,G,H,1560
38,G,I,N/A
38,I,J,N/A
38,J,K,N/A
38,J,L,N/A
38,K,M,N/A
38,L,M,N/A
38,M,N,N/A
38,M,O,N/A
39,A,B,1635
39,A,F,12302
39,B,C,1929
39,C,A,3565
39,D,E,1914
39,E,G,1657
39,F,D,2183
39,G,H,1804
39,G,I,N/A
39,I,J,N/A
39,J,K,N/A
39,J,L,N/A
39,K,M,N/A
39,L,M,N/A
39,M,N,N/A
39,M,O,N/A
40,A,B,N/A
40,A,F,302
40,B,C,N/A
40,C,A,N/A
40,D,E,260
40,E,G,243
40,F,D,276
40,G,H,N/A
40,G,I,295
40,I,J,303
40,J,K,330
40,J,L,N/A
40,K,M,301
40,L,M,N/A
40,M,N,N/A
40,M,O,323
41,A,B,1836
41,A,F,7153
41,B,C,1735
41,C,A,3571
41,D,E,1796
41,E,G,1918
41,F,D,1702
41,G,H,1636
41,G,I,N/A
41,I,J,N/A
41,J,K,N/A
41,J,L,N/A
41,K,M,N/A
41,L,M,N/A
41,M,N,N/A
41,M,O,N/A
42,A,B,N/A
42,A,F,1886
42,B,C,N/A
42,C,A,N/A
42,D,E,2033
42,E,G,1893
42,F,D,1748
42,G,H,N/A
42,G,I,1710
42,I,J,1692
42,J,K,N/A
42,J,L,2094
42,K,M,N/A
42,L,M,1782
42,M,N,N/A
42,M,O,1978
43,A,B,N/A
43,A,F,1707
43,B,C,N/A
43,C,A,N/A
43,D,E,1863
43,E,G,1794
43,F,D,1507
43,G,H,2201
43,G,I,N/A
43,I,J,N/A
43,J,K,N/A
43,J,L,N/A
43,K,M,N/A
43,L,M,N/A
43,M,N,N/A
43,M,O,N/A
44,A,B,1688
44,A,F,7629
44,B,C,2029
44,C,A,3717
44,D,E,1860
44,E,G,2016
44,F,D,1752
44,G,H,1762
44,G,I,N/A
44,I,J,N/A
44,J,K,N/A
44,J,L,N/A
44,K,M,N/A
44,L,M,N/A
44,M,N,N/A
44,M,O,N/A
45,A,B,1786
45,A,F,12551
45,B,C,1857
45,C,A,3643
45,D,E,2005
45,E,G,1847
45,F,D,1759
45,G,H,1923
45,G,I,N/A
45,I,J,N/A
45,J,K,N/A
45,J,L,N/A
45,K,M,N/A
45,L,M,N/A
45,M,N,N/A
45,M,O,N/A
46,A,B,N/A
46,A,F,277
46,B,C,N/A
46,C,A,N/A
46,D,E,269
46,E,G,259
46,F,D,330
46,G,H,N/A
46,G,I,333
46,I,J,256
46,J,K,N/A
46,J,L,352
46,K,M,N/A
46,L,M,268
46,M,N,329
46,M,O,N/A
47,A,B,1747
47,A,F,18132
47,B,C,1650
47,C,A,3396
47,D,E,2059
47,E,G,1722
47,F,D,1695
47,G,H,N/A
47,G,I,2002
47,I,J,2015
47,J,K,1748
47,J,L,N/A
47,K,M,1868
47,L,M,N/A
47,M,N,N/A
47,M,O,1810
48,A,B,1923
48,A,F,18091
48,B,C,1727
48,C,A,3650
48,D,E,1679
48,E,G,1530
48,F,D,1421
48,G,H,N/A
48,G,I,1721
48,I,J,1696
48,J,K,1640
48,J,L,N/A
48,K,M,1618
48,L,M,N/A
48,M,N,N/A
48,M,O,1993
49,A,B,N/A
49,A,F,1714
49,B,C,N/A
49,C,A,N/A
49,D,E,1893
49,E,G,1615
49,F,D,1953
49,G,H,N/A
49,G,I,1898
49,I,J,1919
49,J,K,N/A
49,J,L,1809
49,K,M,N/A
49,L,M,1727
49,M,N,N/A
49,M,O,1647
50,A,B,N/A
50,A,F,327
50,B,C,N/A
50,C,A,N/A
50,D,E,302
50,E,G,286
50,F,D,324
50,G,H,N/A
50,G,I,288
50,I,J,257
50,J,K,N/A
50,J,L,274
50,K,M,N/A
50,L,M,291
50,M,N,347
50,M,O,N/A
51,A,B,305
51,A,F,3879
51,B,C,262
51,C,A,567
51,D,E,290
51,E,G,261
51,F,D,267
51,G,H,N/A
51,G,I,268
51,I,J,322
51,J,K,N/A
51,J,L,294
51,K,M,N/A
51,L,M,298
51,M,N,N/A
51,M,O,277
52,A,B,252
52,A,F,2916
52,B,C,294
52,C,A,546
52,D,E,308
52,E,G,353
52,F,D,292
52,G,H,344
52,G,I,N/A
52,I,J,N/A
52,J,K,N/A
52,J,L,N/A
52,K,M,N/A
52,L,M,N/A
52,M,N,N/A
52,M,O,N/A
53,A,B,N/A
53,A,F,1839
53,B,C,N/A
53,C,A,N/A
53,D,E,1755
53,E,G,1830
53,F,D,2072
53,G,H,N/A
53,G,I,1599
53,I,J,1544
53,J,K,2160
53,J,L,N/A
53,K,M,1809
53,L,M,N/A
53,M,N,1390
53,M,O,N/A
54,A,B,281
54,A,F,2049
54,B,C,272
54,C,A,552
54,D,E,361
54,E,G,333
54,F,D,244
54,G,H,286
54,G,I,N/A
54,I,J,N/A
54,J,K,N/A
54,J,L,N/A
54,K,M,N/A
54,L,M,N/A
54,M,N,N/A
54,M,O,N/A
55,A,B,204
55,A,F,1080
55,B,C,265
55,C,A,469
55,D,E,296
55,E,G,271
55,F,D,321
55,G,H,288
55,G,I,N/A
55,I,J,N/A
55,J,K,N/A
55,J,L,N/A
55,K,M,N/A
55,L,M,N/A
55,M,N,N/A
55,M,O,N/A
56,A,B,N/A
56,A,F,345
56,B,C,N/A
56,C,A,N/A
56,D,E,341
56,E,G,319
56,F,D,319
56,G,H,327
56,G,I,N/A
56,I,J,N/A
56,J,K,N/A
56,J,L,N/A
56,K,M,N/A
56,L,M,N/A
56,M,N,N/A
56,M,O,N/A
57,A,B,N/A
57,A,F,302
57,B,C,N/A
57,C,A,N/A
57,D,E,314
57,E,G,301
57,F,D,249
57,G,H,349
57,G,I,N/A
57,I,J,N/A
57,J,K,N/A
57,J,L,N/A
57,K,M,N/A
57,L,M,N/A
57,M,N,N/A
57,M,O,N/A
58,A,B,N/A
58,A,F,308
58,B,C,N/A
58,C,A,N/A
58,D,E,277
58,E,G,307
58,F,D,248
58,G,H,N/A
58,G,I,286
58,I,J,250
58,J,K,318
58,J,L,N/A
58,K,M,337
58,L,M,N/A
58,M,N,N/A
58,M,O,347
59,A,B,N/A
59,A,F,2155
59,B,C,N/A
59,C,A,N/A
59,D,E,1875
59,E,G,2149
59,F,D,1704
59,G,H,N/A
59,G,I,1563
59,I,J,1726
59,J,K,1708
59,J,L,N/A
59,K,M,1907
59,L,M,N/A
59,M,N,1894
59,M,O,N/A
60,A,B,N/A
60,A,F,328
60,B,C,N/A
60,C,A,N/A
60,D,E,282
60,E,G,306
60,F,D,261
60,G,H,326
60,G,I,N/A
60,I,J,N/A
60,J,K,N/A
60,J,L,N/A
60,K,M,N/A
60,L,M,N/A
60,M,N,N/A
60,M,O,N/A
61,A,B,286
61,A,F,2032
61,B,C,275
61,C,A,561
61,D,E,333
61,E,G,334
61,F,D,311
61,G,H,N/A
61,G,I,281
61,I,J,277
61,J,K,N/A
61,J,L,266
61,K,M,N/A
61,L,M,288
61,M,N,292
61,M,O,N/A
62,A,B,N/A
62,A,F,285
62,B,C,N/A
62,C,A,N/A
62,D,E,301
62,E,G,321
62,F,D,328
62,G,H,N/A
62,G,I,335
62,I,J,305
62,J,K,N/A
62,J,L,323
62,K,M,N/A
62,L,M,318
62,M,N,271
62,M,O,N/A
63,A,B,N/A
63,A,F,329
63,B,C,N/A
63,C,A,N/A
63,D,E,269
63,E,G,314
63,F,D,311
63,G,H,242
63,G,I,N/A
63,I,J,N/A
63,J,K,N/A
63,J,L,N/A
63,K,M,N/A
63,L,M,N/A
63,M,N,N/A
63,M,O,N/A
64,A,B,N/A
64,A,F,321
64,B,C,N/A
64,C,A,N/A
64,D,E,353
64,E,G,279
64,F,D,298
64,G,H,321
64,G,I,N/A
64,I,J,N/A
64,J,K,N/A
64,J,L,N/A
64,K,M,N/A
64,L,M,N/A
64,M,N,N/A
64,M,O,N/A
65,A,B,N/A
65,A,F,337
65,B,C,N/A
65,C,A,N/A
65,D,E,307
65,E,G,239
65,F,D,368
65,G,H,N/A
65,G,I,286
65,I,J,348
65,J,K,N/A
65,J,L,294
65,K,M,N/A
65,L,M,285
65,M,N,N/A
65,M,O,338
66,A,B,301
66,A,F,2982
66,B,C,263
66,C,A,564
66,D,E,320
66,E,G,339
66,F,D,335
66,G,H,N/A
66,G,I,292
66,I,J,368
66,J,K,N/A
66,J,L,276
66,K,M,N/A
66,L,M,316
66,M,N,N/A
66,M,O,295
67,A,B,N/A
67,A,F,280
67,B,C,N/A
67,C,A,N/A
67,D,E,333
67,E,G,268
67,F,D,330
67,G,H,N/A
67,G,I,284
67,I,J,369
67,J,K,N/A
67,J,L,304
67,K,M,N/A
67,L,M,358
67,M,N,336
67,M,O,N/A
68,A,B,N/A
68,A,F,289
68,B,C,N/A
68,C,A,N/A
68,D,E,322
68,E,G,340
68,F,D,344
68,G,H,291
68,G,I,N/A
68,I,J,N/A
68,J,K,N/A
68,J,L,N/A
68,K,M,N/A
68,L,M,N/A
68,M,N,N/A
68,M,O,N/A
69,A,B,325
69,A,F,4619
69,B,C,328
69,C,A,652
69,D,E,302
69,E,G,295
69,F,D,332
69,G,H,282
69,G,I,N/A
69,I,J,N/A
69,J,K,N/A
69,J,L,N/A
69,K,M,N/A
69,L,M,N/A
69,M,N,N/A
69,M,O,N/A
70,A,B,N/A
70,A,F,317
70,B,C,N/A
70,C,A,N/A
70,D,E,297
70,E,G,320
70,F,D,249
70,G,H,N/A
70,G,I,355
70,I,J,256
70,J,K,329
70,J,L,N/A
70,K,M,291
70,L,M,N/A
70,M,N,304
70,M,O,N/A
71,A,B,310
71,A,F,3151
71,B,C,292
71,C,A,602
71,D,E,241
71,E,G,297
71,F,D,333
71,G,H,N/A
71,G,I,264
71,I,J,283
71,J,K,339
71,J,L,N/A
71,K,M,312
71,L,M,N/A
71,M,N,N/A
71,M,O,317
72,A,B,N/A
72,A,F,263
72,B,C,N/A
72,C,A,N/A
72,D,E,283
72,E,G,337
72,F,D,275
72,G,H,272
72,G,I,N/A
72,I,J,N/A
72,J,K,N/A
72,J,L,N/A
72,K,M,N/A
72,L,M,N/A
72,M,N,N/A
72,M,O,N/A
73,A,B,283
73,A,F,1325
73,B,C,341
73,C,A,624
73,D,E,276
73,E,G,344
73,F,D,296
73,G,H,N/A
73,G,I,253
73,I,J,282
73,J,K,N/A
73,J,L,339
73,K,M,N/A
73,L,M,318
73,M,N,303
73,M,O,N/A
74,A,B,282
74,A,F,1144
74,B,C,309
74,C,A,591
74,D,E,390
74,E,G,314
74,F,D,309
74,G,H,322
74,G,I,N/A
74,I,J,N/A
74,J,K,N/A
74,J,L,N/A
74,K,M,N/A
74,L,M,N/A
74,M,N,N/A
74,M,O,N/A
75,A,B,N/A
75,A,F,331
75,B,C,N/A
75,C,A,N/A
75,D,E,259
75,E,G,314
75,F,D,298
75,G,H,N/A
75,G,I,302
75,I,J,269
75,J,K,N/A
75,J,L,271
75,K,M,N/A
75,L,M,328
75,M,N,N/A
75,M,O,315
76,A,B,341
76,A,F,2273
76,B,C,298
76,C,A,639
76,D,E,280
76,E,G,320
76,F,D,272
76,G,H,N/A
76,G,I,338
76,I,J,302
76,J,K,294
76,J,L,N/A
76,K,M,290
76,L,M,N/A
76,M,N,N/A
76,M,O,321
77,A,B,283
77,A,F,3002
77,B,C,288
77,C,A,571
77,D,E,319
77,E,G,280
77,F,D,278
77,G,H,N/A
77,G,I,298
77,I,J,301
77,J,K,310
77,J,L,N/A
77,K,M,244
77,L,M,N/A
77,M,N,N/A
77,M,O,279
78,A,B,N/A
78,A,F,298
78,B,C,N/A
78,C,A,N/A
78,D,E,338
78,E,G,304
78,F,D,342
78,G,H,N/A
78,G,I,285
78,I,J,268
78,J,K,292
78,J,L,N/A
78,K,M,309
78,L,M,N/A
78,M,N,335
78,M,O,N/A
79,A,B,N/A
79,A,F,313
79,B,C,N/A
79,C,A,N/A
79,D,E,295
79,E,G,315
79,F,D,280
79,G,H,306
79,G,I,N/A
79,I,J,N/A
79,J,K,N/A
79,J,L,N/A
79,K,M,N/A
79,L,M,N/A
79,M,N,N/A
79,M,O,N/A
80,A,B,340
80,A,F,1275
80,B,C,315
80,C,A,654
80,D,E,336
80,E,G,304
80,F,D,321
80,G,H,N/A
80,G,I,298
80,I,J,273
80,J,K,337
80,J,L,N/A
80,K,M,302
80,L,M,N/A
80,M,N,N/A
80,M,O,293
81,A,B,323
81,A,F,1124
81,B,C,271
81,C,A,595
81,D,E,268
81,E,G,287
81,F,D,292
81,G,H,341
81,G,I,N/A
81,I,J,N/A
81,J,K,N/A
81,J,L,N/A
81,K,M,N/A
81,L,M,N/A
81,M,N,N/A
81,M,O,N/A
82,A,B,305
82,A,F,3075
82,B,C,323
82,C,A,628
82,D,E,313
82,E,G,262
82,F,D,280
82,G,H,N/A
82,G,I,288
82,I,J,301
82,J,K,N/A
82,J,L,322
82,K,M,N/A
82,L,M,309
82,M,N,295
82,M,O,N/A
83,A,B,261
83,A,F,1159
83,B,C,317
83,C,A,578
83,D,E,325
83,E,G,348
83,F,D,318
83,G,H,N/A
83,G,I,308
83,I,J,335
83,J,K,N/A
83,J,L,290
83,K,M,N/A
83,L,M,331
83,M,N,N/A
83,M,O,277
84,A,B,N/A
84,A,F,286
84,B,C,N/A
84,C,A,N/A
84,D,E,304
84,E,G,327
84,F,D,345
84,G,H,N/A
84,G,I,246
84,I,J,287
84,J,K,N/A
84,J,L,256
84,K,M,N/A
84,L,M,319
84,M,N,373
84,M,O,N/A
85,A,B,N/A
85,A,F,285
85,B,C,N/A
85,C,A,N/A
85,D,E,299
85,E,G,317
85,F,D,245
85,G,H,315
85,G,I,N/A
85,I,J,N/A
85,J,K,N/A
85,J,L,N/A
85,K,M,N/A
85,L,M,N/A
85,M,N,N/A
85,M,O,N/A
86,A,B,N/A
86,A,F,302
86,B,C,N/A
86,C,A,N/A
86,D,E,323
86,E,G,291
86,F,D,283
86,G,H,N/A
86,G,I,344
86,I,J,252
86,J,K,N/A
86,J,L,362
86,K,M,N/A
86,L,M,253
86,M,N,332
86,M,O,N/A
87,A,B,348
87,A,F,4020
87,B,C,315
87,C,A,663
87,D,E,299
87,E,G,295
87,F,D,255
87,G,H,N/A
87,G,I,313
87,I,J,272
87,J,K,288
87,J,L,N/A
87,K,M,346
87,L,M,N/A
87,M,N,N/A
87,M,O,314
88,A,B,N/A
88,A,F,313
88,B,C,N/A
88,C,A,N/A
88,D,E,294
88,E,G,322
88,F,D,280
88,G,H,266
88,G,I,N/A
88,I,J,N/A
88,J,K,N/A
88,J,L,N/A
88,K,M,N/A
88,L,M,N/A
88,M,N,N/A
88,M,O,N/A
89,A,B,N/A
89,A,F,320
89,B,C,N/A
89,C,A,N/A
89,D,E,356
89,E,G,318
89,F,D,308
89,G,H,N/A
89,G,I,309
89,I,J,311
89,J,K,282
89,J,L,N/A
89,K,M,289
89,L,M,N/A
89,M,N,293
89,M,O,N/A
90,A,B,N/A
90,A,F,272
90,B,C,N/A
90,C,A,N/A
90,D,E,287
90,E,G,325
90,F,D,294
90,G,H,318
90,G,I,N/A
90,I,J,N/A
90,J,K,N/A
90,J,L,N/A
90,K,M,N/A
90,L,M,N/A
90,M,N,N/A
90,M,O,N/A
91,A,B,N/A
91,A,F,287
91,B,C,N/A
91,C,A,N/A
91,D,E,287
91,E,G,288
91,F,D,260
91,G,H,N/A
91,G,I,310
91,I,J,274
91,J,K,290
91,J,L,N/A
91,K,M,315
91,L,M,N/A
91,M,N,N/A
91,M,O,254
92,A,B,N/A
92,A,F,266
92,B,C,N/A
92,C,A,N/A
92,D,E,339
92,E,G,241
92,F,D,247
92,G,H,353
92,G,I,N/A
92,I,J,N/A
92,J,K,N/A
92,J,L,N/A
92,K,M,N/A
92,L,M,N/A
92,M,N,N/A
92,M,O,N/A
93,A,B,264
93,A,F,1248
93,B,C,339
93,C,A,602
93,D,E,278
93,E,G,285
93,F,D,352
93,G,H,N/A
93,G,I,300
93,I,J,288
93,J,K,283
93,J,L,N/A
93,K,M,352
93,L,M,N/A
93,M,N,N/A
93,M,O,297
94,A,B,N/A
94,A,F,314
94,B,C,N/A
94,C,A,N/A
94,D,E,334
94,E,G,324
94,F,D,288
94,G,H,319
94,G,I,N/A
94,I,J,N/A
94,J,K,N/A
