case,activitypair,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
3,G,7426,0.0,0.0,5631,1582,3683,0.0,0.0,1865,3637,5476,0.0,7318,9161,0.0
3,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,I,9291,0.0,0.0,7496,3447,5548,1865,0.0,0.0,1772,3611,0.0,5453,7296,0.0
3,J,11063,0.0,0.0,9268,5219,7320,3637,0.0,1772,0.0,1839,0.0,3681,5525,0.0
3,K,12902,0.0,0.0,11107,7058,9159,5476,0.0,3611,1839,0.0,0.0,1842,3685,0.0
3,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,M,14744,0.0,0.0,12949,8900,11001,7318,0.0,5453,3681,1842,0.0,0.0,1844,0.0
3,N,16587,0.0,0.0,14792,10744,12844,9161,0.0,7296,5525,3685,0.0,1844,0.0,0.0
3,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,A,0.0,1834,3886,7665,11274,9608,12942,14661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,B,1834,0.0,2053,5831,9441,7774,11108,12827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,C,3886,2053,0.0,3778,7388,5721,9055,10775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,D,7665,5831,3778,0.0,3610,1943,5277,6996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,E,11274,9441,7388,3610,0.0,1666,1668,3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,F,9608,7774,5721,1943,1666,0.0,3334,5053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,G,12942,11108,9055,5277,1668,3334,0.0,1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,H,14661,12827,10775,6996,3387,5053,1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,A,0.0,1604,3533,7275,11107,9013,12842,0.0,14946,16658,18483,0.0,20128,0.0,21830
5,B,1604,0.0,1929,5671,9503,7409,11238,0.0,13342,15054,16879,0.0,18524,0.0,20226
5,C,3533,1929,0.0,3742,7574,5480,9309,0.0,11413,13125,14950,0.0,16595,0.0,18297
5,D,7275,5671,3742,0.0,3832,1738,5567,0.0,7671,9382,11208,0.0,12853,0.0,14554
5,E,11107,9503,7574,3832,0.0,2094,1735,0.0,3840,5551,7376,0.0,9021,0.0,10723
5,F,9013,7409,5480,1738,2094,0.0,3829,0.0,5933,7645,9470,0.0,11115,0.0,12817
5,G,12842,11238,9309,5567,1735,3829,0.0,0.0,2104,3816,5641,0.0,7286,0.0,8988
5,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,I,14946,13342,11413,7671,3840,5933,2104,0.0,0.0,1711,3537,0.0,5182,0.0,6883
5,J,16658,15054,13125,9382,5551,7645,3816,0.0,1711,0.0,1825,0.0,3470,0.0,5172
5,K,18483,16879,14950,11208,7376,9470,5641,0.0,3537,1825,0.0,0.0,1645,0.0,3347
5,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,M,20128,18524,16595,12853,9021,11115,7286,0.0,5182,3470,1645,0.0,0.0,0.0,1702
5,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,O,21830,20226,18297,14554,10723,12817,8988,0.0,6883,5172,3347,0.0,1702,0.0,0.0
6,A,0.0,0.0,0.0,1803,5755,4051,7608,0.0,9665,11554,0.0,13847,15679,0.0,17386
6,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,D,1803,0.0,0.0,0.0,3952,2248,5805,0.0,7862,9751,0.0,12044,13876,0.0,15583
6,E,5755,0.0,0.0,3952,0.0,1705,1853,0.0,3909,5798,0.0,8091,9924,0.0,11631
6,F,4051,0.0,0.0,2248,1705,0.0,3558,0.0,5614,7503,0.0,9796,11628,0.0,13335
6,G,7608,0.0,0.0,5805,1853,3558,0.0,0.0,2056,3945,0.0,6238,8071,0.0,9778
6,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,I,9665,0.0,0.0,7862,3909,5614,2056,0.0,0.0,1889,0.0,4182,6014,0.0,7721
6,J,11554,0.0,0.0,9751,5798,7503,3945,0.0,1889,0.0,0.0,2293,4125,0.0,5832
6,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,L,13847,0.0,0.0,12044,8091,9796,6238,0.0,4182,2293,0.0,0.0,1832,0.0,3539
6,M,15679,0.0,0.0,13876,9924,11628,8071,0.0,6014,4125,0.0,1832,0.0,0.0,1707
6,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,O,17386,0.0,0.0,15583,11631,13335,9778,0.0,7721,5832,0.0,3539,1707,0.0,0.0
7,A,0.0,0.0,0.0,1730,5728,3837,7794,0.0,9620,11400,13155,0.0,14944,0.0,16914
7,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,D,1730,0.0,0.0,0.0,3998,2107,6064,0.0,7890,9670,11425,0.0,13214,0.0,15184
7,E,5728,0.0,0.0,3998,0.0,1891,2066,0.0,3891,5672,7427,0.0,9215,0.0,11186
7,F,3837,0.0,0.0,2107,1891,0.0,3957,0.0,5782,7563,9318,0.0,11106,0.0,13077
7,G,7794,0.0,0.0,6064,2066,3957,0.0,0.0,1826,3606,5361,0.0,7150,0.0,9120
7,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,I,9620,0.0,0.0,7890,3891,5782,1826,0.0,0.0,1780,3536,0.0,5324,0.0,7294
7,J,11400,0.0,0.0,9670,5672,7563,3606,0.0,1780,0.0,1755,0.0,3543,0.0,5514
7,K,13155,0.0,0.0,11425,7427,9318,5361,0.0,3536,1755,0.0,0.0,1788,0.0,3759
7,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,M,14944,0.0,0.0,13214,9215,11106,7150,0.0,5324,3543,1788,0.0,0.0,0.0,1970
7,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,O,16914,0.0,0.0,15184,11186,13077,9120,0.0,7294,5514,3759,0.0,1970,0.0,0.0
8,A,0.0,0.0,0.0,2060,5689,3950,7396,9279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,D,2060,0.0,0.0,0.0,3628,1889,5335,7218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,E,5689,0.0,0.0,3628,0.0,1739,1707,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,F,3950,0.0,0.0,1889,1739,0.0,3446,5329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,G,7396,0.0,0.0,5335,1707,3446,0.0,1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,H,9279,0.0,0.0,7218,3590,5329,1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,A,0.0,1849,3720,7336,10996,9132,13041,14588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,B,1849,0.0,1872,5487,9147,7284,11192,12739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,C,3720,1872,0.0,3616,7276,5412,9321,10867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,D,7336,5487,3616,0.0,3660,1797,5705,7252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,E,10996,9147,7276,3660,0.0,1864,2045,3592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,F,9132,7284,5412,1797,1864,0.0,3908,5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,G,13041,11192,9321,5705,2045,3908,0.0,1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,H,14588,12739,10867,7252,3592,5455,1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,A,0.0,0.0,0.0,1849,5334,3729,7012,8727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,D,1849,0.0,0.0,0.0,3485,1879,5162,6877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,E,5334,0.0,0.0,3485,0.0,1605,1678,3393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,F,3729,0.0,0.0,1879,1605,0.0,3283,4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,G,7012,0.0,0.0,5162,1678,3283,0.0,1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,H,8727,0.0,0.0,6877,3393,4998,1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,A,0.0,1797,3483,12220,15954,14116,17902,19743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,B,1797,0.0,1686,10423,14156,12318,16105,17945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,C,3483,1686,0.0,8737,12471,10632,14419,16259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,D,12220,10423,8737,0.0,3734,1895,5682,7522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,E,15954,14156,12471,3734,0.0,1838,1948,3789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,F,14116,12318,10632,1895,1838,0.0,3787,5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,G,17902,16105,14419,5682,1948,3787,0.0,1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,H,19743,17945,16259,7522,3789,5627,1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,A,0.0,1694,3454,7161,10706,8912,12400,14519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,B,1694,0.0,1760,5467,9013,7218,10707,12826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,C,3454,1760,0.0,3707,7252,5458,8946,11065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,D,7161,5467,3707,0.0,3546,1751,5240,7359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,E,10706,9013,7252,3546,0.0,1795,1694,3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,F,8912,7218,5458,1751,1795,0.0,3489,5608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,G,12400,10707,8946,5240,1694,3489,0.0,2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,H,14519,12826,11065,7359,3813,5608,2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,A,0.0,0.0,0.0,1772,5645,3708,7450,9491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,D,1772,0.0,0.0,0.0,3874,1936,5679,7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,E,5645,0.0,0.0,3874,0.0,1938,1805,3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,F,3708,0.0,0.0,1936,1938,0.0,3742,5783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,G,7450,0.0,0.0,5679,1805,3742,0.0,2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,H,9491,0.0,0.0,7719,3846,5783,2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,A,0.0,1495,3410,11978,15699,14125,17667,19507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,B,1495,0.0,1914,10483,14203,12630,16171,18012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,C,3410,1914,0.0,8568,12289,10716,14257,16098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,D,11978,10483,8568,0.0,3720,2147,5688,7529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,E,15699,14203,12289,3720,0.0,1573,1968,3809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,F,14125,12630,10716,2147,1573,0.0,3541,5382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,G,17667,16171,14257,5688,1968,3541,0.0,1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,H,19507,18012,16098,7529,3809,5382,1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,A,0.0,2068,3465,7290,11275,9203,13362,0.0,15470,17467,19382,0.0,21281,22986,0.0
15,B,2068,0.0,1397,5222,9207,7135,11294,0.0,13402,15399,17314,0.0,19213,20918,0.0
15,C,3465,1397,0.0,3825,7810,5738,9897,0.0,12005,14002,15917,0.0,17815,19520,0.0
15,D,7290,5222,3825,0.0,3985,1914,6072,0.0,8180,10177,12092,0.0,13991,15696,0.0
15,E,11275,9207,7810,3985,0.0,2071,2087,0.0,4195,6192,8107,0.0,10006,11711,0.0
15,F,9203,7135,5738,1914,2071,0.0,4159,0.0,6266,8264,10178,0.0,12077,13782,0.0
15,G,13362,11294,9897,6072,2087,4159,0.0,0.0,2108,4105,6019,0.0,7918,9623,0.0
15,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,I,15470,13402,12005,8180,4195,6266,2108,0.0,0.0,1997,3912,0.0,5811,7516,0.0
