case,event,startTime,completeTime
14,O,2019/01/10 17:09:32.461,2019/01/10 17:09:32.461
16,M,2019/01/10 17:14:23.709,2019/01/10 17:14:23.709
23,A,2019/01/10 17:14:30.245,2019/01/10 17:14:30.245
17,G,2019/01/10 17:16:53.835,2019/01/10 17:16:53.835
25,D,2019/01/10 17:19:15.079,2019/01/10 17:19:15.079
28,A,2019/01/10 17:20:00.000,2019/01/10 17:20:00.000
24,E,2019/01/10 17:20:03.790,2019/01/10 17:20:03.790
22,G,2019/01/10 17:23:12.035,2019/01/10 17:23:12.035
27,F,2019/01/10 17:27:18.453,2019/01/10 17:27:18.453
2,J,2019/01/10 17:27:20.747,2019/01/10 17:27:20.747
21,H,2019/01/10 17:31:11.438,2019/01/10 17:31:11.438
20,A,2019/01/10 17:31:41.680,2019/01/10 17:31:41.680
8,M,2019/01/10 17:34:04.089,2019/01/10 17:34:04.089
26,C,2019/01/10 17:38:12.585,2019/01/10 17:38:12.585
23,B,2019/01/10 17:39:47.308,2019/01/10 17:39:47.308
29,A,2019/01/10 17:40:00.000,2019/01/10 17:40:00.000
16,N,2019/01/10 17:46:36.451,2019/01/10 17:46:36.451
17,I,2019/01/10 17:48:22.130,2019/01/10 17:48:22.130
28,B,2019/01/10 17:49:06.391,2019/01/10 17:49:06.391
25,E,2019/01/10 17:49:56.344,2019/01/10 17:49:56.344
24,G,2019/01/10 17:52:59.232,2019/01/10 17:52:59.232
22,H,2019/01/10 17:53:26.850,2019/01/10 17:53:26.850
27,D,2019/01/10 17:56:46.521,2019/01/10 17:56:46.521
2,L,2019/01/10 17:59:11.493,2019/01/10 17:59:11.493
30,A,2019/01/10 18:00:00.000,2019/01/10 18:00:00.000
20,B,2019/01/10 18:00:33.849,2019/01/10 18:00:33.849
29,B,2019/01/10 18:02:06.421,2019/01/10 18:02:06.421
8,O,2019/01/10 18:03:07.474,2019/01/10 18:03:07.474
26,A,2019/01/10 18:04:37.411,2019/01/10 18:04:37.411
23,C,2019/01/10 18:09:26.340,2019/01/10 18:09:26.340
28,C,2019/01/10 18:14:09.256,2019/01/10 18:14:09.256
17,J,2019/01/10 18:15:53.315,2019/01/10 18:15:53.315
25,G,2019/01/10 18:19:41.316,2019/01/10 18:19:41.316
31,A,2019/01/10 18:20:00.000,2019/01/10 18:20:00.000
24,I,2019/01/10 18:20:20.861,2019/01/10 18:20:20.861
2,M,2019/01/10 18:24:23.680,2019/01/10 18:24:23.680
27,E,2019/01/10 18:29:29.937,2019/01/10 18:29:29.937
30,F,2019/01/10 18:29:38.865,2019/01/10 18:29:38.865
20,C,2019/01/10 18:32:13.387,2019/01/10 18:32:13.387
29,C,2019/01/10 18:32:24.443,2019/01/10 18:32:24.443
26,F,2019/01/10 18:32:47.824,2019/01/10 18:32:47.824
23,A,2019/01/10 18:38:56.833,2019/01/10 18:38:56.833
32,A,2019/01/10 18:40:00.000,2019/01/10 18:40:00.000
17,K,2019/01/10 18:43:10.917,2019/01/10 18:43:10.917
25,I,2019/01/10 18:45:38.727,2019/01/10 18:45:38.727
28,A,2019/01/10 18:45:58.302,2019/01/10 18:45:58.302
31,F,2019/01/10 18:51:32.868,2019/01/10 18:51:32.868
30,D,2019/01/10 18:55:52.129,2019/01/10 18:55:52.129
24,J,2019/01/10 18:56:25.929,2019/01/10 18:56:25.929
2,O,2019/01/10 18:56:47.556,2019/01/10 18:56:47.556
27,G,2019/01/10 19:00:38.485,2019/01/10 19:00:38.485
26,D,2019/01/10 19:02:27.462,2019/01/10 19:02:27.462
29,A,2019/01/10 19:02:28.809,2019/01/10 19:02:28.809
20,A,2019/01/10 19:04:05.391,2019/01/10 19:04:05.391
23,F,2019/01/10 19:04:56.490,2019/01/10 19:04:56.490
32,B,2019/01/10 19:10:14.189,2019/01/10 19:10:14.189
17,M,2019/01/10 19:12:00.772,2019/01/10 19:12:00.772
25,J,2019/01/10 19:12:41.299,2019/01/10 19:12:41.299
28,F,2019/01/10 19:16:18.279,2019/01/10 19:16:18.279
31,D,2019/01/10 19:19:47.463,2019/01/10 19:19:47.463
24,L,2019/01/10 19:21:16.309,2019/01/10 19:21:16.309
26,E,2019/01/10 19:28:03.054,2019/01/10 19:28:03.054
30,E,2019/01/10 19:29:08.853,2019/01/10 19:29:08.853
27,I,2019/01/10 19:30:03.391,2019/01/10 19:30:03.391
20,B,2019/01/10 19:33:26.982,2019/01/10 19:33:26.982
29,B,2019/01/10 19:34:47.291,2019/01/10 19:34:47.291
23,D,2019/01/10 19:37:51.262,2019/01/10 19:37:51.262
17,O,2019/01/10 19:43:31.091,2019/01/10 19:43:31.091
28,D,2019/01/10 19:43:36.650,2019/01/10 19:43:36.650
25,K,2019/01/10 19:43:39.451,2019/01/10 19:43:39.451
32,C,2019/01/10 19:44:53.390,2019/01/10 19:44:53.390
24,M,2019/01/10 19:49:29.773,2019/01/10 19:49:29.773
31,E,2019/01/10 19:50:02.164,2019/01/10 19:50:02.164
30,G,2019/01/10 19:59:46.590,2019/01/10 19:59:46.590
26,G,2019/01/10 20:02:10.681,2019/01/10 20:02:10.681
27,J,2019/01/10 20:04:10.517,2019/01/10 20:04:10.517
29,C,2019/01/10 20:06:31.859,2019/01/10 20:06:31.859
20,C,2019/01/10 20:06:46.798,2019/01/10 20:06:46.798
28,E,2019/01/10 20:08:48.095,2019/01/10 20:08:48.095
23,E,2019/01/10 20:09:41.398,2019/01/10 20:09:41.398
32,A,2019/01/10 20:14:30.983,2019/01/10 20:14:30.983
25,M,2019/01/10 20:15:00.116,2019/01/10 20:15:00.116
24,N,2019/01/10 20:19:01.034,2019/01/10 20:19:01.034
31,G,2019/01/10 20:22:03.372,2019/01/10 20:22:03.372
30,I,2019/01/10 20:29:21.719,2019/01/10 20:29:21.719
26,I,2019/01/10 20:33:49.090,2019/01/10 20:33:49.090
23,G,2019/01/10 20:34:06.834,2019/01/10 20:34:06.834
27,K,2019/01/10 20:34:16.720,2019/01/10 20:34:16.720
28,G,2019/01/10 20:34:49.190,2019/01/10 20:34:49.190
29,A,2019/01/10 20:38:41.329,2019/01/10 20:38:41.329
25,N,2019/01/10 20:39:26.853,2019/01/10 20:39:26.853
20,A,2019/01/10 20:39:31.738,2019/01/10 20:39:31.738
32,F,2019/01/10 20:45:34.334,2019/01/10 20:45:34.334
31,I,2019/01/10 20:51:33.682,2019/01/10 20:51:33.682
30,J,2019/01/10 20:57:50.945,2019/01/10 20:57:50.945
27,M,2019/01/10 21:00:27.273,2019/01/10 21:00:27.273
26,J,2019/01/10 21:01:24.397,2019/01/10 21:01:24.397
23,I,2019/01/10 21:01:44.698,2019/01/10 21:01:44.698
28,H,2019/01/10 21:04:55.418,2019/01/10 21:04:55.418
20,F,2019/01/10 21:06:38.278,2019/01/10 21:06:38.278
29,B,2019/01/10 21:07:05.704,2019/01/10 21:07:05.704
32,D,2019/01/10 21:14:53.391,2019/01/10 21:14:53.391
31,J,2019/01/10 21:18:17.468,2019/01/10 21:18:17.468
30,K,2019/01/10 21:25:40.435,2019/01/10 21:25:40.435
23,J,2019/01/10 21:31:11.104,2019/01/10 21:31:11.104
26,K,2019/01/10 21:31:35.195,2019/01/10 21:31:35.195
20,D,2019/01/10 21:34:34.954,2019/01/10 21:34:34.954
29,C,2019/01/10 21:35:16.979,2019/01/10 21:35:16.979
27,O,2019/01/10 21:36:28.879,2019/01/10 21:36:28.879
32,E,2019/01/10 21:42:13.870,2019/01/10 21:42:13.870
31,K,2019/01/10 21:48:50.187,2019/01/10 21:48:50.187
30,M,2019/01/10 21:57:05.536,2019/01/10 21:57:05.536
23,L,2019/01/10 22:02:11.249,2019/01/10 22:02:11.249
26,M,2019/01/10 22:03:03.671,2019/01/10 22:03:03.671
29,A,2019/01/10 22:04:06.699,2019/01/10 22:04:06.699
20,E,2019/01/10 22:07:36.619,2019/01/10 22:07:36.619
32,G,2019/01/10 22:09:55.906,2019/01/10 22:09:55.906
31,M,2019/01/10 22:16:57.630,2019/01/10 22:16:57.630
26,O,2019/01/10 22:27:23.340,2019/01/10 22:27:23.340
30,N,2019/01/10 22:29:01.455,2019/01/10 22:29:01.455
23,M,2019/01/10 22:33:20.230,2019/01/10 22:33:20.230
20,G,2019/01/10 22:34:08.126,2019/01/10 22:34:08.126
32,H,2019/01/10 22:34:45.202,2019/01/10 22:34:45.202
29,F,2019/01/10 22:38:01.719,2019/01/10 22:38:01.719
31,O,2019/01/10 22:46:02.305,2019/01/10 22:46:02.305
23,O,2019/01/10 22:59:50.892,2019/01/10 22:59:50.892
20,H,2019/01/10 23:03:13.528,2019/01/10 23:03:13.528
29,D,2019/01/10 23:04:01.795,2019/01/10 23:04:01.795
29,E,2019/01/10 23:27:27.706,2019/01/10 23:27:27.706
29,G,2019/01/10 23:54:18.001,2019/01/10 23:54:18.001
29,I,2019/01/11 00:26:01.499,2019/01/11 00:26:01.499
29,J,2019/01/11 00:57:01.996,2019/01/11 00:57:01.996
29,K,2019/01/11 01:24:07.298,2019/01/11 01:24:07.298
29,M,2019/01/11 01:48:37.158,2019/01/11 01:48:37.158
29,O,2019/01/11 02:13:51.253,2019/01/11 02:13:51.253
33,A,2019/01/11 03:00:00.000,2019/01/11 03:00:00.000
33,B,2019/01/11 03:04:50.605,2019/01/11 03:04:50.605
33,C,2019/01/11 03:09:31.094,2019/01/11 03:09:31.094
33,A,2019/01/11 03:14:36.023,2019/01/11 03:14:36.023
33,B,2019/01/11 03:19:23.282,2019/01/11 03:19:23.282
34,A,2019/01/11 03:20:00.000,2019/01/11 03:20:00.000
33,C,2019/01/11 03:24:50.881,2019/01/11 03:24:50.881
34,F,2019/01/11 03:25:45.344,2019/01/11 03:25:45.344
33,A,2019/01/11 03:28:55.249,2019/01/11 03:28:55.249
34,D,2019/01/11 03:29:45.920,2019/01/11 03:29:45.920
33,F,2019/01/11 03:33:09.440,2019/01/11 03:33:09.440
34,E,2019/01/11 03:35:03.150,2019/01/11 03:35:03.150
33,D,2019/01/11 03:37:53.394,2019/01/11 03:37:53.394
35,A,2019/01/11 03:40:00.000,2019/01/11 03:40:00.000
34,G,2019/01/11 03:40:00.787,2019/01/11 03:40:00.787
33,E,2019/01/11 03:42:57.361,2019/01/11 03:42:57.361
35,B,2019/01/11 03:44:04.694,2019/01/11 03:44:04.694
34,H,2019/01/11 03:44:28.875,2019/01/11 03:44:28.875
33,G,2019/01/11 03:47:18.184,2019/01/11 03:47:18.184
35,C,2019/01/11 03:48:31.248,2019/01/11 03:48:31.248
33,H,2019/01/11 03:51:07.201,2019/01/11 03:51:07.201
35,A,2019/01/11 03:53:10.430,2019/01/11 03:53:10.430
35,F,2019/01/11 03:58:33.076,2019/01/11 03:58:33.076
36,A,2019/01/11 04:00:00.000,2019/01/11 04:00:00.000
35,D,2019/01/11 04:04:23.558,2019/01/11 04:04:23.558
36,F,2019/01/11 04:04:53.498,2019/01/11 04:04:53.498
36,D,2019/01/11 04:09:26.110,2019/01/11 04:09:26.110
35,E,2019/01/11 04:09:29.776,2019/01/11 04:09:29.776
36,E,2019/01/11 04:13:59.198,2019/01/11 04:13:59.198
35,G,2019/01/11 04:14:18.927,2019/01/11 04:14:18.927
36,G,2019/01/11 04:18:35.376,2019/01/11 04:18:35.376
35,I,2019/01/11 04:19:52.504,2019/01/11 04:19:52.504
37,A,2019/01/11 04:20:00.000,2019/01/11 04:20:00.000
36,H,2019/01/11 04:23:23.503,2019/01/11 04:23:23.503
35,J,2019/01/11 04:24:35.610,2019/01/11 04:24:35.610
37,B,2019/01/11 04:25:07.613,2019/01/11 04:25:07.613
37,C,2019/01/11 04:29:42.946,2019/01/11 04:29:42.946
35,L,2019/01/11 04:29:43.312,2019/01/11 04:29:43.312
37,A,2019/01/11 04:35:00.565,2019/01/11 04:35:00.565
35,M,2019/01/11 04:35:14.306,2019/01/11 04:35:14.306
37,B,2019/01/11 04:39:56.471,2019/01/11 04:39:56.471
38,A,2019/01/11 04:40:00.000,2019/01/11 04:40:00.000
35,N,2019/01/11 04:41:14.152,2019/01/11 04:41:14.152
38,F,2019/01/11 04:44:57.396,2019/01/11 04:44:57.396
37,C,2019/01/11 04:45:34.199,2019/01/11 04:45:34.199
38,D,2019/01/11 04:49:48.342,2019/01/11 04:49:48.342
37,A,2019/01/11 04:50:19.596,2019/01/11 04:50:19.596
38,E,2019/01/11 04:55:12.120,2019/01/11 04:55:12.120
37,F,2019/01/11 04:56:23.011,2019/01/11 04:56:23.011
39,A,2019/01/11 05:00:00.000,2019/01/11 05:00:00.000
38,G,2019/01/11 05:00:09.139,2019/01/11 05:00:09.139
37,D,2019/01/11 05:00:48.739,2019/01/11 05:00:48.739
39,F,2019/01/11 05:04:31.243,2019/01/11 05:04:31.243
38,I,2019/01/11 05:05:15.666,2019/01/11 05:05:15.666
37,E,2019/01/11 05:05:41.963,2019/01/11 05:05:41.963
39,D,2019/01/11 05:09:35.001,2019/01/11 05:09:35.001
38,J,2019/01/11 05:10:29.780,2019/01/11 05:10:29.780
37,G,2019/01/11 05:10:39.856,2019/01/11 05:10:39.856
39,E,2019/01/11 05:13:48.668,2019/01/11 05:13:48.668
37,H,2019/01/11 05:15:26.107,2019/01/11 05:15:26.107
38,L,2019/01/11 05:15:39.333,2019/01/11 05:15:39.333
39,G,2019/01/11 05:18:58.872,2019/01/11 05:18:58.872
40,A,2019/01/11 05:20:00.000,2019/01/11 05:20:00.000
38,M,2019/01/11 05:20:15.706,2019/01/11 05:20:15.706
39,H,2019/01/11 05:23:39.110,2019/01/11 05:23:39.110
40,B,2019/01/11 05:25:13.029,2019/01/11 05:25:13.029
38,N,2019/01/11 05:25:39.182,2019/01/11 05:25:39.182
40,C,2019/01/11 05:29:18.028,2019/01/11 05:29:18.028
40,A,2019/01/11 05:34:32.465,2019/01/11 05:34:32.465
40,F,2019/01/11 05:39:36.905,2019/01/11 05:39:36.905
41,A,2019/01/11 05:40:00.000,2019/01/11 05:40:00.000
40,D,2019/01/11 05:44:45.252,2019/01/11 05:44:45.252
